property,title,value,format
7708234640-specialist3539th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: специалист (ВПН-2010), 35-39 лет",https://rosstat.gov.ru/opendata/7708234640-specialist3539th/meta.csv,csv
7708234640-fullschool67th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: среднее образование, 6-7 лет",https://rosstat.gov.ru/opendata/7708234640-fullschool67th/meta.csv,csv
7708234640-ignoreducationstatus3539th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не указавшие уровень образования, 35-39 лет",https://rosstat.gov.ru/opendata/7708234640-ignoreducationstatus3539th/meta.csv,csv
7708234640-VSHP2016130,"ЧИСЛО СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ, ПРИМЕНЯВШИХ ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016130/meta.csv,csv
7708234640-college7074th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: начальное профессиональное, 70–74 года",https://rosstat.gov.ru/opendata/7708234640-college7074th/meta.csv,csv
7708234640-fullschool7074th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: среднее образование, 70–74 года",https://rosstat.gov.ru/opendata/7708234640-fullschool7074th/meta.csv,csv
7708234640-mpn2015586,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: не имеющие начального общего образования - не умеющие читать и писать (неграмотные);Л3 Число исполнившихся лет: 75 – 79",https://rosstat.gov.ru/opendata/7708234640-mpn2015586/meta.csv,csv
7708234640-illiterate,"Численность населения, не имеющего  начального общего образования, неграмотные  (по данным ВПН-2010)",https://rosstat.gov.ru/opendata/7708234640-illiterate/meta.csv,csv
7708234640-unofficialmarriage6069th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: брак не зарегистрирован, 60-69 лет",https://rosstat.gov.ru/opendata/7708234640-unofficialmarriage6069th/meta.csv,csv
7708234640-college2529th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: начальное профессиональное, 25-29 лет",https://rosstat.gov.ru/opendata/7708234640-college2529th/meta.csv,csv
7708234640-magister67th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: магистр (ВПН-2010), 6-7 лет",https://rosstat.gov.ru/opendata/7708234640-magister67th/meta.csv,csv
7708234640-unlettered3034th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не имеющие начального общего образования - не умеющие читать и писать (неграмотные), 30-34 года",https://rosstat.gov.ru/opendata/7708234640-unlettered3034th/meta.csv,csv
7708234640-completeeducation,"Численность населения, имеющего среднее (полное) общее образование (по данным ВПН-2010)",https://rosstat.gov.ru/opendata/7708234640-completeeducation/meta.csv,csv
7708234640-VSHP2016113,"ГРУППИРОВКА ЛИЧНЫХ ПОДСОБНЫХ ХОЗЯЙСТВ ПО ПОГОЛОВЬЮ СЕВЕРНЫХ ОЛЕНЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016113/meta.csv,csv
7708234640-university3539th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: высшее для МПН-2015, 35-39 лет",https://rosstat.gov.ru/opendata/7708234640-university3539th/meta.csv,csv
7708234640-VSHP2016468,"СТРУКТУРА ПОСЕВНОЙ ПЛОЩАДИ ГРЕЧИХИ ПОД УРОЖАЙ 2016 ГОДА ПО КАТЕГОРИЯМ ХОЗЯЙСТВ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016468/meta.csv,csv
7708234640-unfinisheduniversity6plus,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: неполное высшее профессиональное (незаконченное высшее), 6 лет и старше",https://rosstat.gov.ru/opendata/7708234640-unfinisheduniversity6plus/meta.csv,csv
7708234640-mpn2015576,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: бакалавр (ВПН-2010);Л3 Число исполнившихся лет: 75 – 79",https://rosstat.gov.ru/opendata/7708234640-mpn2015576/meta.csv,csv
7708234640-fullschool5559th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: среднее образование, 55-59 лет",https://rosstat.gov.ru/opendata/7708234640-fullschool5559th/meta.csv,csv
7708234640-VSHP2016107,"ГРУППИРОВКА КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ ПО ПОГОЛОВЬЮ СЕВЕРНЫХ ОЛЕНЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016107/meta.csv,csv
7708234640-VSHP2016527,"ПОГОЛОВЬЕ КУР В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016527/meta.csv,csv
7708234640-VSHP2016437,"СТРУКТУРА ПЛОЩАДЕЙ МНОГОЛЕТНИХ ПЛОДОВЫХ НАСАЖДЕНИЙ И ЯГОДНЫХ КУЛЬТУР ПО ВИДАМ В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016437/meta.csv,csv
7708234640-fullschool3034th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: среднее образование, 30-34 года",https://rosstat.gov.ru/opendata/7708234640-fullschool3034th/meta.csv,csv
7708234640-numberofmunicipalities2021,"Число муниципальных образований по субъектам Российской Федерации по состоянию на 1 января 2021 года",https://rosstat.gov.ru/opendata/7708234640-numberofmunicipalities2021/meta.csv,csv
7708234640-specialist2529th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: специалист (ВПН-2010), 25-29 лет",https://rosstat.gov.ru/opendata/7708234640-specialist2529th/meta.csv,csv
7708234640-percentagepersextotalunemployableold,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: население в процентах к итогу по полу, общий итог, Возрастная группа: старше трудоспособного",https://rosstat.gov.ru/opendata/7708234640-percentagepersextotalunemployableold/meta.csv,csv
7708234640-magister3539th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: магистр (ВПН-2010), 35-39 лет",https://rosstat.gov.ru/opendata/7708234640-magister3539th/meta.csv,csv
7708234640-VSHP2016408,"ПОСЕВНАЯ ПЛОЩАДЬ ТЕХНИЧЕСКИХ КУЛЬТУР, ЗАСЕЯННАЯ ЭЛИТНЫМИ СЕМЕНАМИ ПОД УРОЖАЙ 2016 ГОДА В СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВАХ И У ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016408/meta.csv,csv
7708234640-VSHP2016352,"ПОСЕВНАЯ ПЛОЩАДЬ САХАРНОЙ СВЕКЛЫ ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016352/meta.csv,csv
7708234640-7708234640-budgetexecution2020,"Сведения об использовании Федеральной службой государственной статистики и подведомственными получателями бюджетных средств, выделенных на 2020 год (по состоянию на 1 января 2021 года)",https://rosstat.gov.ru/opendata/7708234640-7708234640-budgetexecution2020/meta.csv,csv
7708234640-VSHP2016406,"ПОСЕВНАЯ ПЛОЩАДЬ ТРИТИКАЛЕ, ЗАСЕЯННАЯ ЭЛИТНЫМИ СЕМЕНАМИ ПОД УРОЖАЙ 2016 ГОДА В СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВАХ И У ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016406/meta.csv,csv
7708234640-VSHP2016310,"ПОСЕВНАЯ ПЛОЩАДЬ ЦИКОРИЯ ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016310/meta.csv,csv
7708234640-mpn2015582,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: основное общее (неполное среднее);Л3 Число исполнившихся лет: 75 – 79",https://rosstat.gov.ru/opendata/7708234640-mpn2015582/meta.csv,csv
7708234640-unfinisheduniversity1517th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: неполное высшее профессиональное (незаконченное высшее), 15-17 лет",https://rosstat.gov.ru/opendata/7708234640-unfinisheduniversity1517th/meta.csv,csv
7708234640-VSHP2016244,"ПЛОЩАДЬ ЗЕМЕЛЬ ЛИЧНЫХ ПОДСОБНЫХ И ДРУГИХ ИНДИВИДУАЛЬНЫХ ХОЗЯЙСТВ ГРАЖДАН В СЕЛЬСКИХ ПОСЕЛЕНИЯХ ПО ВИДАМ ЗЕМЛЕПОЛЬЗОВАНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016244/meta.csv,csv
7708234640-mpn2015679,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: Всего без неуказавших;Л3 Число исполнившихся лет: 18 и более",https://rosstat.gov.ru/opendata/7708234640-mpn2015679/meta.csv,csv
7708234640-unfinishedschool89th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: основное общее (неполное среднее), 8-9 лет",https://rosstat.gov.ru/opendata/7708234640-unfinishedschool89th/meta.csv,csv
7708234640-ignoredmarriagestatus2024th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не указавшие состояние в браке, 20-24 года",https://rosstat.gov.ru/opendata/7708234640-ignoredmarriagestatus2024th/meta.csv,csv
7708234640-VSHP2016111,"ГРУППИРОВКА ЛИЧНЫХ ПОДСОБНЫХ ХОЗЯЙСТВ ПО ПОГОЛОВЬЮ ОВЕЦ И КОЗ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016111/meta.csv,csv
7708234640-mpn2015100,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л3 Число исполнившихся лет: 15 - 17",https://rosstat.gov.ru/opendata/7708234640-mpn2015100/meta.csv,csv
7708234640-noeducation6plus,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не имею образования, 6 лет и старше",https://rosstat.gov.ru/opendata/7708234640-noeducation6plus/meta.csv,csv
7708234640-highschool5559th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: среднее (полное) общее, 55-59 лет",https://rosstat.gov.ru/opendata/7708234640-highschool5559th/meta.csv,csv
7708234640-VSHP2016493,"СТРУКТУРА ПОСЕВНЫХ ПЛОЩАДЕЙ ПОД УРОЖАЙ 2016 ГОДА ПО ВИДАМ СЕЛЬСКОХОЗЯЙСТВЕННЫХ КУЛЬТУР В СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016493/meta.csv,csv
7708234640-budgetexecution-2018,"Сведения об использовании Федеральной службой государственной статистики и подведомственными получателями бюджетных средств, выделенных на 2018 год (по состоянию на 1 января 2019 года)",https://rosstat.gov.ru/opendata/7708234640-budgetexecution-2018/meta.csv,csv
7708234640-budgetexecution2017,"(Архив) Сведения об использовании Федеральной службой государственной статистики и подведомственными получателями выделенных на 2017 год бюджетных средств (по состоянию на 1 января 2018 года)",https://rosstat.gov.ru/opendata/7708234640-budgetexecution2017/meta.csv,csv
7708234640-total6plus,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: общий итог, 6 лет и старше",https://rosstat.gov.ru/opendata/7708234640-total6plus/meta.csv,csv
7708234640-percentagepersex4044th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: население в процентах к итогу по полу, 40-44 года",https://rosstat.gov.ru/opendata/7708234640-percentagepersex4044th/meta.csv,csv
7708234640-VSHP201693,"ГРУППИРОВКА СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ ПО ПОГОЛОВЬЮ СВИНЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP201693/meta.csv,csv
7708234640-VSHP2016376,"ПОСЕВНАЯ ПЛОЩАДЬ ЛУКА-СЕВКА (ОТКРЫТОГО ГРУНТА) ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016376/meta.csv,csv
7708234640-notmarried2024th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: никогда не состоявшие в браке (супружеском союзе), 20-24 года",https://rosstat.gov.ru/opendata/7708234640-notmarried2024th/meta.csv,csv
7708234640-womenper1000mentotalemployable,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: женщин на 1000 мужчин, общий итог, Возрастная группа: трудоспособный",https://rosstat.gov.ru/opendata/7708234640-womenper1000mentotalemployable/meta.csv,csv
7708234640-magister1819th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: магистр (ВПН-2010), 18-19 лет",https://rosstat.gov.ru/opendata/7708234640-magister1819th/meta.csv,csv
7708234640-atworkingage,"Численность населения в трудоспособном возрасте (по данным ВПН-2010)",https://rosstat.gov.ru/opendata/7708234640-atworkingage/meta.csv,csv
7708234640-mpn2015684,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: бакалавр (ВПН-2010);Л3 Число исполнившихся лет: 18 и более",https://rosstat.gov.ru/opendata/7708234640-mpn2015684/meta.csv,csv
7708234640-fullschool10plus,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: среднее образование, 10 лет и старше",https://rosstat.gov.ru/opendata/7708234640-fullschool10plus/meta.csv,csv
7708234640-totaloutignoreducation3539th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: всего без указавших уровень образования, 35-39 лет",https://rosstat.gov.ru/opendata/7708234640-totaloutignoreducation3539th/meta.csv,csv
7708234640-ca1502081,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Ульяновской области",https://rosstat.gov.ru/opendata/7708234640-ca1502081/meta.csv,csv
7708234640-VSHP2016307,"ПОСЕВНАЯ ПЛОЩАДЬ МАКА МАСЛИЧНОГО ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016307/meta.csv,csv
7708234640-breaked3034th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: разошелся (ВПН-2010), 30-34 года",https://rosstat.gov.ru/opendata/7708234640-breaked3034th/meta.csv,csv
7708234640-mpn2015732,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: Итого;Л3 Число исполнившихся лет: 15 – 72 лет",https://rosstat.gov.ru/opendata/7708234640-mpn2015732/meta.csv,csv
7708234640-VSHP2016283,"ПОСЕВНАЯ ПЛОЩАДЬ РЖИ ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016283/meta.csv,csv
7708234640-mpn2015642,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: Итого;Л3 Число исполнившихся лет: 10 лет и старше",https://rosstat.gov.ru/opendata/7708234640-mpn2015642/meta.csv,csv
7708234640-mpn2015707,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: среднее (полное) общее;Л3 Число исполнившихся лет: 6-17",https://rosstat.gov.ru/opendata/7708234640-mpn2015707/meta.csv,csv
7708234640-ca1502071,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по г. Санкт-Петербургу и Ленинградской области",https://rosstat.gov.ru/opendata/7708234640-ca1502071/meta.csv,csv
7708234640-publicservices,"Сведения о государственных услугах, предоставляемых Росстатом",https://rosstat.gov.ru/opendata/7708234640-publicservices/meta.csv,csv
7708234640-childgarden6569th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: дошкольное (для детей в возрасте 6-9 лет), 65-69 лет",https://rosstat.gov.ru/opendata/7708234640-childgarden6569th/meta.csv,csv
7708234640-married7079th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: состою в браке, 70-79 лет",https://rosstat.gov.ru/opendata/7708234640-married7079th/meta.csv,csv
7708234640-notmarried1819th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: никогда не состоявшие в браке (супружеском союзе), 18-19 лет",https://rosstat.gov.ru/opendata/7708234640-notmarried1819th/meta.csv,csv
7708234640-VSHP2016432,"ПЛОЩАДИ МНОГОЛЕТНИХ КОСТОЧКОВЫХ ПЛОДОВЫХ НАСАЖДЕНИЙ ПО ВИДАМ В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ, СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВАХ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016432/meta.csv,csv
7708234640-mpn2015498,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: Итого;Л3 Число исполнившихся лет: 55 – 59",https://rosstat.gov.ru/opendata/7708234640-mpn2015498/meta.csv,csv
7708234640-VSHP2016254,"СТРУКТУРА СЕЛЬСКОХОЗЯЙСТВЕННЫХ УГОДИЙ В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016254/meta.csv,csv
7708234640-percentagepersex5559th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: население в процентах к итогу по полу, 55-59 лет",https://rosstat.gov.ru/opendata/7708234640-percentagepersex5559th/meta.csv,csv
7708234640-bachelor5559th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: бакалавр (ВПН-2010), 55-59 лет",https://rosstat.gov.ru/opendata/7708234640-bachelor5559th/meta.csv,csv
7708234640-bachelor4549th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: бакалавр (ВПН-2010), 45-49 лет",https://rosstat.gov.ru/opendata/7708234640-bachelor4549th/meta.csv,csv
7708234640-VSHP201641,"ГРУППИРОВКА ЛИЧНЫХ ПОДСОБНЫХ ХОЗЯЙСТВ ПО РАЗМЕРУ ЗЕМЕЛЬНОЙ ПЛОЩАДИ",https://rosstat.gov.ru/opendata/7708234640-VSHP201641/meta.csv,csv
7708234640-highschool6plus,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: среднее (полное) общее, 6 лет и старше",https://rosstat.gov.ru/opendata/7708234640-highschool6plus/meta.csv,csv
7708234640-VSHP201630,"ПЛОЩАДЬ ЗЕМЕЛЬ КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP201630/meta.csv,csv
7708234640-VSHP2016372,"ПОСЕВНАЯ ПЛОЩАДЬ БАКЛАЖАНОВ (ОТКРЫТОГО ГРУНТА) ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016372/meta.csv,csv
7708234640-highschool6569th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: среднее (полное) общее, 65-69 лет",https://rosstat.gov.ru/opendata/7708234640-highschool6569th/meta.csv,csv
7708234640-VSHP2016205,"СТРУКТУРА ЧИСЛЕННОСТИ ПОСТОЯННЫХ РАБОТНИКОВ МАЛЫХ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ПРЕДПРИЯТИЙ1) ПО ПОЛУ И ВОЗРАСТУ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016205/meta.csv,csv
7708234640-mpn2015711,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: не имею образования;Л3 Число исполнившихся лет: 6-17",https://rosstat.gov.ru/opendata/7708234640-mpn2015711/meta.csv,csv
7708234640-percentageperage7579th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: население в процентах к итогу по возрасту, 75-79 лет",https://rosstat.gov.ru/opendata/7708234640-percentageperage7579th/meta.csv,csv
7708234640-unregisteredmarriage,"Численность населения, состоящего в незарегистрированном браке (по данным ВПН-2010)",https://rosstat.gov.ru/opendata/7708234640-unregisteredmarriage/meta.csv,csv
7708234640-VSHP2016255,"СТРУКТУРА СЕЛЬСКОХОЗЯЙСТВЕННЫХ УГОДИЙ B СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016255/meta.csv,csv
7708234640-VSHP2016294,"ПОСЕВНАЯ ПЛОЩАДЬ ТЕХНИЧЕСКИХ КУЛЬТУР ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016294/meta.csv,csv
7708234640-totaloutignoreducation3034th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: всего без указавших уровень образования, 30-34 года",https://rosstat.gov.ru/opendata/7708234640-totaloutignoreducation3034th/meta.csv,csv
7708234640-mpn2015138,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л5 Состояние в браке: брак не зарегистрирован;Л3 Число исполнившихся лет: 0 - 15 лет",https://rosstat.gov.ru/opendata/7708234640-mpn2015138/meta.csv,csv
7708234640-unlettered1819th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не имеющие начального общего образования - не умеющие читать и писать (неграмотные), 18-19 лет",https://rosstat.gov.ru/opendata/7708234640-unlettered1819th/meta.csv,csv
7708234640-school4549th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: начальное общее (начальное), 45-49 лет",https://rosstat.gov.ru/opendata/7708234640-school4549th/meta.csv,csv
7708234640-unlettered67th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не имеющие начального общего образования - не умеющие читать и писать (неграмотные), 6-7 лет",https://rosstat.gov.ru/opendata/7708234640-unlettered67th/meta.csv,csv
7708234640-VSHP2016423,"СТРУКТУРА ПЛОЩАДИ ТЕПЛИЦ И ПАРНИКОВ, ИСПОЛЬЗУЕМОЙ ПОД ПЕРВЫЙ ОБОРОТ С НАЧАЛА 2016 ГОДА, ПО ВИДАМ КУЛЬТУР В КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВАХ И У ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016423/meta.csv,csv
7708234640-specialist5559th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: специалист (ВПН-2010), 55-59 лет",https://rosstat.gov.ru/opendata/7708234640-specialist5559th/meta.csv,csv
7708234640-VSHP2016297,"ПОСЕВНАЯ ПЛОЩАДЬ ПОДСОЛНЕЧНИКА НА ЗЕРНО ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016297/meta.csv,csv
7708234640-mpn2015673,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: начальное общее (начальное);Л3 Число исполнившихся лет: 15 лет и старше",https://rosstat.gov.ru/opendata/7708234640-mpn2015673/meta.csv,csv
7708234640-VSHP201684,"ПОГОЛОВЬЕ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ЖИВОТНЫХ В ЛИЧНЫХ ПОДСОБНЫХ И ДРУГИХ ИНДИВИДУАЛЬНЫХ ХОЗЯЙСТВАХ ГРАЖДАН В СЕЛЬСКИХ ПОСЕЛЕНИЯХ",https://rosstat.gov.ru/opendata/7708234640-VSHP201684/meta.csv,csv
7708234640-mpn2015129,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Никогда не состоявшие в браке (супружеском союзе);Л3 Число исполнившихся лет: Итого",https://rosstat.gov.ru/opendata/7708234640-mpn2015129/meta.csv,csv
7708234640-VSHP2016286,"ПОСЕВНАЯ ПЛОЩАДЬ ОВСА ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016286/meta.csv,csv
7708234640-notmarried2529th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: никогда не состоявшие в браке (супружеском союзе), 25-29 лет",https://rosstat.gov.ru/opendata/7708234640-notmarried2529th/meta.csv,csv
7708234640-unfinishedschool2529th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: основное общее (неполное среднее), 25-29 лет",https://rosstat.gov.ru/opendata/7708234640-unfinishedschool2529th/meta.csv,csv
7708234640-unofficialmarriage4549th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: брак не зарегистрирован, 45-49 лет",https://rosstat.gov.ru/opendata/7708234640-unofficialmarriage4549th/meta.csv,csv
7708234640-mpn2015710,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: дошкольное (для детей в возрасте 6-9 лет);Л3 Число исполнившихся лет: 6-17",https://rosstat.gov.ru/opendata/7708234640-mpn2015710/meta.csv,csv
7708234640-mpn2015622,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: не имеющие начального общего образования - не умеющие читать и писать (неграмотные);Возрастная группа: трудоспособный",https://rosstat.gov.ru/opendata/7708234640-mpn2015622/meta.csv,csv
7708234640-ca1502046,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Ивановской области",https://rosstat.gov.ru/opendata/7708234640-ca1502046/meta.csv,csv
7708234640-VSHP2016383,"ПОСЕВНАЯ ПЛОЩАДЬ ОГУРЦОВ (ЗАКРЫТОГО ГРУНТА) ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016383/meta.csv,csv
7708234640-mpn2015150,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л5 Состояние в браке: разведен официально (ВПН-2010);Л3 Число исполнившихся лет: 16-17",https://rosstat.gov.ru/opendata/7708234640-mpn2015150/meta.csv,csv
7708234640-bachelor2529th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: бакалавр (ВПН-2010), 25-29 лет",https://rosstat.gov.ru/opendata/7708234640-bachelor2529th/meta.csv,csv
7708234640-VSHP2016576,"ПОГОЛОВЬЕ КУР В ХОЗЯЙСТВАХ ГРАЖДАН В СЕЛЬСКИХ ПОСЕЛЕНИЯХ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016576/meta.csv,csv
