Год;Квартал;Федеральный округ;Регион;Категория ТСР;Количество инвалидов, обеспеченных ТСР и услугами, чел.;Количество ТСР и услуг, которыми обеспечены инвалиды, шт.;Расходы на обеспечение инвалидов ТСР и услугами, млн. руб.;
2017;1;Дальневосточный Федеральный округ;Магаданская область;Противопролежневые матрацы и подушки;4,0;5,0;0,03;
2017;1;Дальневосточный Федеральный округ;Магаданская область;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;1,0;2,0;0,1;
2017;1;Дальневосточный Федеральный округ;Магаданская область;Специальные средства при нарушениях функций выделения (моче- и калоприемники);48,0;7120,0;0,73;
2017;1;Дальневосточный Федеральный округ;Магаданская область;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;1,0;1,0;0,01;
2017;1;Дальневосточный Федеральный округ;Магаданская область;Телефонные устройства с текстовым выходом;2,0;2,0;0,01;
2017;1;Дальневосточный Федеральный округ;Магаданская область;Трости опорные и тактильные, костыли, опоры, поручни;93,0;103,0;0,21;
2017;1;Дальневосточный Федеральный округ;Приморский край;Абсорбирующее белье, подгузники;1211,0;344790,0;6,63;
2017;1;Дальневосточный Федеральный округ;Приморский край;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;9,0;10,0;0,24;
2017;1;Дальневосточный Федеральный округ;Приморский край;Кресло-стулья с санитарным оснащением;4,0;4,0;0,01;
2017;1;Дальневосточный Федеральный округ;Приморский край;Ортопедическая обувь;198,0;768,0;2,82;
2017;1;Дальневосточный Федеральный округ;Приморский край;Почтовые услуги;126,0;142,0;0,02;
2017;1;Дальневосточный Федеральный округ;Приморский край;Предоставление услуг по сурдопереводу;50,0;170,0;0,07;
2017;1;Дальневосточный Федеральный округ;Приморский край;Протезы, в том числе эндопротезы, и ортезы;326,0;709,0;11,23;
2017;1;Дальневосточный Федеральный округ;Приморский край;Противопролежневые матрацы и подушки;3,0;3,0;0,01;
2017;1;Дальневосточный Федеральный округ;Приморский край;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;49,0;62,0;0,61;
2017;1;Дальневосточный Федеральный округ;Приморский край;Содержание и ветеринарное обслуживание собак-проводников (путем выплаты ежегодной денежной компенсации);2,0;2,0;0,05;
2017;1;Дальневосточный Федеральный округ;Приморский край;Специальная одежда;2,0;2,0;0,03;
2017;1;Дальневосточный Федеральный округ;Приморский край;Специальные средства при нарушениях функций выделения (моче- и калоприемники);167,0;14503,0;0,91;
2017;1;Дальневосточный Федеральный округ;Приморский край;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;5,0;5,0;0,05;
2017;1;Дальневосточный Федеральный округ;Приморский край;Телефонные устройства с текстовым выходом;3,0;3,0;0,01;
2017;1;Дальневосточный Федеральный округ;Приморский край;Трости опорные и тактильные, костыли, опоры, поручни;281,0;286,0;0,14;
2017;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Абсорбирующее белье, подгузники;643,0;234774,0;6,22;
2017;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;4,0;4,0;0,07;
2017;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Кресло-стулья с санитарным оснащением;4,0;4,0;0,02;
2017;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Ортопедическая обувь;25,0;103,0;0,29;
2017;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Почтовые услуги;4,0;4,0;0,0;
2017;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Проезд;17,0;37,0;0,31;
2017;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Протезы, в том числе эндопротезы, и ортезы;110,0;205,0;12,22;
2017;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Сигнализаторы звука световые и вибрационные;3,0;3,0;0,01;
2017;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;96,0;139,0;1,31;
2017;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Специальные средства при нарушениях функций выделения (моче- и калоприемники);29,0;5634,0;1,08;
2017;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Телевизоры с телетекстом для приема программ со скрытыми субтитрами;2,0;2,0;0,03;
2017;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Телефонные устройства с текстовым выходом;4,0;4,0;0,01;
2017;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);Трости опорные и тактильные, костыли, опоры, поручни;8,0;9,0;0,02;
2017;1;Дальневосточный Федеральный округ;Сахалинская область;Абсорбирующее белье, подгузники;106,0;21112,0;0,55;
2017;1;Дальневосточный Федеральный округ;Сахалинская область;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;2,0;2,0;0,05;
2017;1;Дальневосточный Федеральный округ;Сахалинская область;Кресло-стулья с санитарным оснащением;1,0;1,0;0,0;
2017;1;Дальневосточный Федеральный округ;Сахалинская область;Ортопедическая обувь;45,0;162,0;0,85;
2017;1;Дальневосточный Федеральный округ;Сахалинская область;Почтовые услуги;37,0;41,0;0,01;
2017;1;Дальневосточный Федеральный округ;Сахалинская область;Проезд;2,0;12,0;0,01;
2017;1;Дальневосточный Федеральный округ;Сахалинская область;Протезы, в том числе эндопротезы, и ортезы;46,0;96,0;3,43;
2017;1;Дальневосточный Федеральный округ;Сахалинская область;Противопролежневые матрацы и подушки;2,0;2,0;0,01;
2017;1;Дальневосточный Федеральный округ;Сахалинская область;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;5,0;8,0;0,07;
2017;1;Дальневосточный Федеральный округ;Сахалинская область;Содержание и ветеринарное обслуживание собак-проводников (путем выплаты ежегодной денежной компенсации);1,0;1,0;0,02;
2017;1;Дальневосточный Федеральный округ;Сахалинская область;Специальные средства при нарушениях функций выделения (моче- и калоприемники);12,0;493,0;0,04;
2017;1;Дальневосточный Федеральный округ;Сахалинская область;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;2,0;2,0;0,02;
2017;1;Дальневосточный Федеральный округ;Сахалинская область;Телефонные устройства с текстовым выходом;1,0;1,0;0,0;
2017;1;Дальневосточный Федеральный округ;Сахалинская область;Трости опорные и тактильные, костыли, опоры, поручни;4,0;5,0;0,04;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Абсорбирующее белье, подгузники;1666,0;670233,0;13,7;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;10,0;11,0;0,61;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Кресло-стулья с санитарным оснащением;1,0;1,0;0,0;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Ортопедическая обувь;35,0;106,0;0,32;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Почтовые услуги;61,0;76,0;0,02;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Предоставление услуг по сурдопереводу;44,0;364,5;0,28;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Проезд;5,0;17,0;0,09;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Протезы, в том числе эндопротезы, и ортезы;237,0;639,0;6,3;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Противопролежневые матрацы и подушки;87,0;98,0;0,54;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Сигнализаторы звука световые и вибрационные;2,0;2,0;0,03;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;5,0;7,0;0,14;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Специальные средства при нарушениях функций выделения (моче- и калоприемники);395,0;54755,0;4,7;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;51,0;51,0;0,69;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;2,0;2,0;0,02;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Телефонные устройства с текстовым выходом;69,0;69,0;0,2;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;Трости опорные и тактильные, костыли, опоры, поручни;73,0;79,0;0,41;
2017;1;Дальневосточный Федеральный округ;Чукотский автономный округ;Абсорбирующее белье, подгузники;13,0;2315,0;0,08;
2017;1;Дальневосточный Федеральный округ;Чукотский автономный округ;Ортопедическая обувь;5,0;14,0;0,04;
2017;1;Дальневосточный Федеральный округ;Чукотский автономный округ;Почтовые услуги;3,0;6,0;0,0;
2017;1;Дальневосточный Федеральный округ;Чукотский автономный округ;Протезы, в том числе эндопротезы, и ортезы;1,0;4,0;0,25;
2017;1;Дальневосточный Федеральный округ;Чукотский автономный округ;Специальные средства при нарушениях функций выделения (моче- и калоприемники);5,0;427,0;0,08;
2017;1;Дальневосточный Федеральный округ;Чукотский автономный округ;Трости опорные и тактильные, костыли, опоры, поручни;1,0;1,0;0,0;
2017;1;Приволжский Федеральный округ;Кировская область;Абсорбирующее белье, подгузники;3413,0;825742,0;15,39;
2017;1;Приволжский Федеральный округ;Кировская область;Голосообразующие аппараты;2,0;2,0;0,03;
2017;1;Приволжский Федеральный округ;Кировская область;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;223,0;241,0;3,63;
2017;1;Приволжский Федеральный округ;Кировская область;Кресло-стулья с санитарным оснащением;47,0;47,0;0,14;
2017;1;Приволжский Федеральный округ;Кировская область;Ортопедическая обувь;663,0;1879,0;6,59;
2017;1;Приволжский Федеральный округ;Кировская область;Почтовые услуги;77,0;82,0;0,02;
2017;1;Приволжский Федеральный округ;Кировская область;Предоставление услуг по сурдопереводу;17,0;64,9999999;0,03;
2017;1;Приволжский Федеральный округ;Кировская область;Проезд;66,0;139,0;0,06;
2017;1;Приволжский Федеральный округ;Кировская область;Протезы, в том числе эндопротезы, и ортезы;942,0;1602,0;18,46;
2017;1;Приволжский Федеральный округ;Кировская область;Противопролежневые матрацы и подушки;8,0;8,0;0,02;
2017;1;Приволжский Федеральный округ;Кировская область;Ремонт ТСР и ПОИ;5,0;6,0;0,17;
2017;1;Приволжский Федеральный округ;Кировская область;Сигнализаторы звука световые и вибрационные;1,0;1,0;0,0;
2017;1;Приволжский Федеральный округ;Кировская область;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;203,0;272,0;0,75;
2017;1;Приволжский Федеральный округ;Кировская область;Специальные средства при нарушениях функций выделения (моче- и калоприемники);727,0;107564,0;5,33;
2017;1;Приволжский Федеральный округ;Кировская область;Трости опорные и тактильные, костыли, опоры, поручни;652,0;692,0;0,19;
2017;1;Приволжский Федеральный округ;Нижегородская область;Абсорбирующее белье, подгузники;7840,0;2122705,0;35,62;
2017;1;Приволжский Федеральный округ;Нижегородская область;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;26,0;28,0;1,34;
2017;1;Приволжский Федеральный округ;Нижегородская область;Кресло-стулья с санитарным оснащением;7,0;7,0;0,02;
2017;1;Приволжский Федеральный округ;Нижегородская область;Ортопедическая обувь;194,0;708,0;2,3;
2017;1;Приволжский Федеральный округ;Нижегородская область;Почтовые услуги;613,0;1078,0;0,07;
2017;1;Приволжский Федеральный округ;Нижегородская область;Предоставление услуг по сурдопереводу;32,0;1117,0;0,4;
2017;1;Приволжский Федеральный округ;Нижегородская область;Проезд;24,0;45,0;0,02;
2017;1;Приволжский Федеральный округ;Нижегородская область;Протезы, в том числе эндопротезы, и ортезы;104,0;177,0;8,02;
2017;1;Приволжский Федеральный округ;Нижегородская область;Противопролежневые матрацы и подушки;15,0;16,0;0,05;
2017;1;Приволжский Федеральный округ;Нижегородская область;Ремонт ТСР и ПОИ;6,0;6,0;0,06;
2017;1;Приволжский Федеральный округ;Нижегородская область;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;91,0;128,0;0,53;
2017;1;Приволжский Федеральный округ;Нижегородская область;Содержание и ветеринарное обслуживание собак-проводников (путем выплаты ежегодной денежной компенсации);2,0;2,0;0,04;
2017;1;Приволжский Федеральный округ;Нижегородская область;Специальные средства при нарушениях функций выделения (моче- и калоприемники);1270,0;164172,0;12,11;
2017;1;Приволжский Федеральный округ;Нижегородская область;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;2,0;2,0;0,04;
2017;1;Приволжский Федеральный округ;Нижегородская область;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;4,0;4,0;0,03;
2017;1;Приволжский Федеральный округ;Нижегородская область;Телефонные устройства с текстовым выходом;9,0;9,0;0,02;
2017;1;Приволжский Федеральный округ;Нижегородская область;Трости опорные и тактильные, костыли, опоры, поручни;38,0;48,0;1,09;
2017;1;Приволжский Федеральный округ;Оренбургская область;Абсорбирующее белье, подгузники;6038,0;1404346,0;27,42;
2017;1;Приволжский Федеральный округ;Оренбургская область;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;406,0;462,0;6,67;
2017;1;Приволжский Федеральный округ;Оренбургская область;Кресло-стулья с санитарным оснащением;242,0;242,0;0,67;
2017;1;Приволжский Федеральный округ;Оренбургская область;Ортопедическая обувь;207,0;756,0;2,64;
2017;1;Приволжский Федеральный округ;Оренбургская область;Почтовые услуги;379,0;542,0;0,08;
2017;1;Приволжский Федеральный округ;Оренбургская область;Предоставление услуг по сурдопереводу;159,0;1373,0;0,86;
2017;1;Приволжский Федеральный округ;Оренбургская область;Проезд;21,0;68,0;0,09;
2017;1;Приволжский Федеральный округ;Оренбургская область;Протезы, в том числе эндопротезы, и ортезы;592,0;1718,0;7,86;
2017;1;Приволжский Федеральный округ;Оренбургская область;Противопролежневые матрацы и подушки;36,0;38,0;0,13;
2017;1;Приволжский Федеральный округ;Оренбургская область;Ремонт ТСР и ПОИ;14,0;16,0;0,13;
2017;1;Приволжский Федеральный округ;Оренбургская область;Сигнализаторы звука световые и вибрационные;107,0;107,0;0,87;
2017;1;Приволжский Федеральный округ;Оренбургская область;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;138,0;176,0;0,35;
2017;1;Приволжский Федеральный округ;Оренбургская область;Содержание и ветеринарное обслуживание собак-проводников (путем выплаты ежегодной денежной компенсации);1,0;1,0;0,02;
2017;1;Приволжский Федеральный округ;Оренбургская область;Специальная одежда;4,0;6,0;0,17;
2017;1;Приволжский Федеральный округ;Оренбургская область;Специальные средства при нарушениях функций выделения (моче- и калоприемники);1398,0;131564,0;8,71;
2017;1;Приволжский Федеральный округ;Оренбургская область;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;1,0;1,0;0,0;
2017;1;Приволжский Федеральный округ;Оренбургская область;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;181,0;181,0;1,59;
2017;1;Приволжский Федеральный округ;Оренбургская область;Телефонные устройства с текстовым выходом;6,0;6,0;0,01;
2017;1;Приволжский Федеральный округ;Оренбургская область;Трости опорные и тактильные, костыли, опоры, поручни;80,0;97,0;0,65;
2017;1;Приволжский Федеральный округ;Пензенская область;Абсорбирующее белье, подгузники;2539,0;614428,0;7,09;
2017;1;Приволжский Федеральный округ;Пензенская область;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;6,0;6,0;0,1;
2017;1;Приволжский Федеральный округ;Пензенская область;Кресло-стулья с санитарным оснащением;2,0;2,0;0,01;
2017;1;Приволжский Федеральный округ;Пензенская область;Ортопедическая обувь;198,0;705,0;2,46;
2017;1;Приволжский Федеральный округ;Пензенская область;Почтовые услуги;5,0;6,0;0,0;
2017;1;Приволжский Федеральный округ;Пензенская область;Предоставление услуг по сурдопереводу;178,0;692,0;0,35;
2017;1;Приволжский Федеральный округ;Пензенская область;Протезы, в том числе эндопротезы, и ортезы;95,0;238,0;3,14;
2017;1;Приволжский Федеральный округ;Пензенская область;Противопролежневые матрацы и подушки;4,0;5,0;0,03;
2017;1;Приволжский Федеральный округ;Пензенская область;Ремонт ТСР и ПОИ;2,0;5,0;0,07;
2017;1;Приволжский Федеральный округ;Пензенская область;Ремонт ТСР и ПОИ;2,0;5,0;0,07;
2017;1;Приволжский Федеральный округ;Пензенская область;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;135,0;231,0;1,63;
2017;1;Приволжский Федеральный округ;Пензенская область;Специальная одежда;1,0;1,0;0,01;
2017;1;Приволжский Федеральный округ;Пензенская область;Специальные средства при нарушениях функций выделения (моче- и калоприемники);281,0;31949,0;3,09;
2017;1;Приволжский Федеральный округ;Пензенская область;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;1,0;1,0;0,01;
2017;1;Приволжский Федеральный округ;Пензенская область;Телефонные устройства с текстовым выходом;2,0;2,0;0,0;
2017;1;Приволжский Федеральный округ;Пензенская область;Трости опорные и тактильные, костыли, опоры, поручни;114,0;124,0;0,15;
2017;1;Приволжский Федеральный округ;Пермский край;Абсорбирующее белье, подгузники;413,0;76521,0;0,96;
2017;1;Приволжский Федеральный округ;Пермский край;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;7,0;9,0;0,34;
2017;1;Приволжский Федеральный округ;Пермский край;Кресло-стулья с санитарным оснащением;1,0;1,0;0,0;
2017;1;Приволжский Федеральный округ;Пермский край;Медицинские термометры и тонометры с речевым выходом;1,0;2,0;0,0;
2017;1;Приволжский Федеральный округ;Пермский край;Ортопедическая обувь;203,0;375,0;1,16;
2017;1;Приволжский Федеральный округ;Пермский край;Почтовые услуги;55,0;65,0;0,01;
2017;1;Приволжский Федеральный округ;Пермский край;Предоставление услуг по сурдопереводу;165,0;541,0;0,38;
2017;1;Приволжский Федеральный округ;Пермский край;Проезд;10,0;24,0;0,01;
2017;1;Приволжский Федеральный округ;Пермский край;Протезы, в том числе эндопротезы, и ортезы;410,0;792,0;6,36;
2017;1;Приволжский Федеральный округ;Пермский край;Противопролежневые матрацы и подушки;9,0;9,0;0,02;
2017;1;Приволжский Федеральный округ;Пермский край;Ремонт ТСР и ПОИ;1,0;1,0;0,01;
2017;1;Приволжский Федеральный округ;Пермский край;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;21,0;30,0;0,14;
2017;1;Приволжский Федеральный округ;Пермский край;Содержание и ветеринарное обслуживание собак-проводников (путем выплаты ежегодной денежной компенсации);4,0;4,0;0,09;
2017;1;Приволжский Федеральный округ;Пермский край;Специальные средства при нарушениях функций выделения (моче- и калоприемники);657,0;50166,0;3,18;
2017;1;Приволжский Федеральный округ;Пермский край;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;1,0;3,0;0,13;
2017;1;Приволжский Федеральный округ;Пермский край;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;2,0;2,0;0,02;
2017;1;Приволжский Федеральный округ;Пермский край;Телефонные устройства с текстовым выходом;1,0;1,0;0,0;
2017;1;Приволжский Федеральный округ;Пермский край;Трости опорные и тактильные, костыли, опоры, поручни;603,0;684,0;1,47;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Абсорбирующее белье, подгузники;6504,0;2027639,0;33,5;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Голосообразующие аппараты;10,0;10,0;0,16;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;702,0;885,0;7,49;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Кресло-стулья с санитарным оснащением;335,0;335,0;1,03;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Кресло-стулья с санитарным оснащением;335,0;335,0;1,03;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Медицинские термометры и тонометры с речевым выходом;93,0;145,0;0,26;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Ортопедическая обувь;1032,0;3198,0;12,15;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Почтовые услуги;121,0;134,0;0,04;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Предоставление услуг по сурдопереводу;618,0;6996,0;3,67;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Проезд;30,0;76,0;0,09;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Протезы, в том числе эндопротезы, и ортезы;1501,0;4054,0;53,97;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Противопролежневые матрацы и подушки;443,0;457,0;1,65;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Ремонт ТСР и ПОИ;66,0;68,0;1,96;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Сигнализаторы звука световые и вибрационные;254,0;305,0;1,09;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;617,0;915,0;3,9;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Содержание и ветеринарное обслуживание собак-проводников (путем выплаты ежегодной денежной компенсации);5,0;10,0;0,11;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Специальная одежда;34,0;41,0;0,11;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Специальные средства при нарушениях функций выделения (моче- и калоприемники);2456,0;621060,0;65,14;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;100,0;101,0;2,28;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;306,0;306,0;2,3;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Телефонные устройства с текстовым выходом;290,0;290,0;0,73;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;Трости опорные и тактильные, костыли, опоры, поручни;1054,0;1390,0;1,96;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;Абсорбирующее белье, подгузники;1675,0;401744,0;7,08;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;Голосообразующие аппараты;1,0;1,0;0,02;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;3,0;3,0;0,07;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;Кресло-стулья с санитарным оснащением;2,0;2,0;0,01;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;Ортопедическая обувь;73,0;264,0;0,8;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;Почтовые услуги;94,0;140,0;0,03;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;Предоставление услуг по сурдопереводу;36,0;135,0;0,06;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;Протезы, в том числе эндопротезы, и ортезы;94,0;196,0;0,51;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;Противопролежневые матрацы и подушки;4,0;4,0;0,01;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;Ремонт ТСР и ПОИ;7,0;7,0;0,02;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;82,0;104,0;0,83;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;Специальные средства при нарушениях функций выделения (моче- и калоприемники);317,0;43098,0;3,05;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;Трости опорные и тактильные, костыли, опоры, поручни;174,0;179,0;0,06;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Абсорбирующее белье, подгузники;2267,0;592556,0;10,33;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;3,0;3,0;0,1;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Кресло-стулья с санитарным оснащением;1,0;1,0;0,0;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Медицинские термометры и тонометры с речевым выходом;7,0;11,0;0,01;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Ортопедическая обувь;213,0;499,0;1,7;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Почтовые услуги;29,0;30,0;0,01;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Предоставление услуг по сурдопереводу;44,0;454,0;0,2;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Протезы, в том числе эндопротезы, и ортезы;239,0;567,0;5,14;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Противопролежневые матрацы и подушки;2,0;2,0;0,02;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;218,0;276,0;3,21;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Содержание и ветеринарное обслуживание собак-проводников (путем выплаты ежегодной денежной компенсации);2,0;2,0;0,04;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Специальная одежда;1,0;1,0;0,01;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Специальные средства при нарушениях функций выделения (моче- и калоприемники);284,0;35920,0;2,42;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;11,0;11,0;0,11;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;4,0;4,0;0,04;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Телефонные устройства с текстовым выходом;29,0;29,0;0,05;
2017;1;Приволжский Федеральный округ;Республика Мордовия;Трости опорные и тактильные, костыли, опоры, поручни;151,0;203,0;0,13;
2017;1;Приволжский Федеральный округ;Республика Татарстан;Абсорбирующее белье, подгузники;496,0;99668,0;1,62;
2017;1;Приволжский Федеральный округ;Республика Татарстан;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;55,0;61,0;1,68;
2017;1;Приволжский Федеральный округ;Республика Татарстан;Кресло-стулья с санитарным оснащением;12,0;12,0;0,04;
2017;1;Приволжский Федеральный округ;Республика Татарстан;Медицинские термометры и тонометры с речевым выходом;2,0;2,0;0,01;
2017;1;Приволжский Федеральный округ;Республика Татарстан;Ортопедическая обувь;627,0;1884,0;5,77;
2017;1;Приволжский Федеральный округ;Республика Татарстан;Почтовые услуги;6,0;6,0;0,0;
