Год;Месяц;Федеральный округ;Регион;Профиль лечения;Количество путевок на СКЛ, выданных ГЛК и сопровождающим лицам, шт.;Расходы на обеспечение ГЛК и сопровождающих лиц путевками на СКЛ, млн. руб.;
2016;5;Сибирский Федеральный округ;Алтайский край;Многопрофильный;348,0;8,12;
2016;5;Сибирский Федеральный округ;Алтайский край;Последствия травм спинного мозга;6,0;0,2;
2016;5;Сибирский Федеральный округ;Республика Алтай;Болезни нервной системы;10,0;0,27;
2016;5;Сибирский Федеральный округ;Республика Алтай;Болезни опорно-двигательного аппарата;6,0;0,15;
2016;5;Сибирский Федеральный округ;Республика Алтай;Болезни системы кровообращения;20,0;0,46;
2016;5;Сибирский Федеральный округ;Республика Алтай;Последствия травм спинного мозга;2,0;0,07;
2016;5;Сибирский Федеральный округ;Республика Тыва;Болезни глаза;4,0;0,09;
2016;5;Сибирский Федеральный округ;Республика Тыва;Болезни нервной системы;12,0;0,4;
2016;5;Сибирский Федеральный округ;Республика Тыва;Многопрофильный;249,0;5,04;
2016;5;Сибирский Федеральный округ;Республика Хакасия;Болезни глаза;8,0;0,17;
2016;5;Сибирский Федеральный округ;Республика Хакасия;Болезни мочеполовой системы;5,0;0,11;
2016;5;Сибирский Федеральный округ;Республика Хакасия;Болезни нервной системы;1,0;0,03;
2016;5;Сибирский Федеральный округ;Республика Хакасия;Болезни опорно-двигательного аппарата;23,0;0,64;
2016;5;Сибирский Федеральный округ;Республика Хакасия;Болезни органов дыхания;1,0;0,03;
2016;5;Сибирский Федеральный округ;Республика Хакасия;Болезни органов пищеварения;2,0;0,06;
2016;5;Сибирский Федеральный округ;Республика Хакасия;Болезни системы кровообращения;89,0;2,48;
2016;5;Сибирский Федеральный округ;Республика Хакасия;Последствия травм головного мозга;2,0;0,07;
2016;5;Сибирский Федеральный округ;Республика Хакасия;Последствия травм спинного мозга;5,0;0,24;
2016;5;Южный Федеральный округ;Республика Калмыкия;Болезни глаза;6,0;0,12;
2016;5;Южный Федеральный округ;Республика Калмыкия;Болезни опорно-двигательного аппарата;21,0;0,4;
2016;5;Южный Федеральный округ;Республика Калмыкия;Болезни органов дыхания;15,0;0,3;
2016;5;Южный Федеральный округ;Республика Калмыкия;Болезни органов пищеварения;8,0;0,15;
2016;5;Южный Федеральный округ;Республика Калмыкия;Болезни системы кровообращения;55,0;1,09;
2016;5;Южный Федеральный округ;Республика Калмыкия;Болезни эндокринной системы;27,0;0,58;
2016;5;Южный Федеральный округ;Республика Калмыкия;Последствия травм спинного мозга;4,0;0,14;
2016;5;Южный Федеральный округ;Республика Калмыкия;Психоневрологические заболевания;2,0;0,05;
2016;6;Дальневосточный Федеральный округ;Амурская область;Болезни мочеполовой системы;1,0;0,02;
2016;6;Дальневосточный Федеральный округ;Амурская область;Болезни нервной системы;42,0;0,96;
2016;6;Дальневосточный Федеральный округ;Амурская область;Болезни опорно-двигательного аппарата;11,0;0,27;
2016;6;Дальневосточный Федеральный округ;Амурская область;Болезни системы кровообращения;2,0;0,03;
2016;6;Дальневосточный Федеральный округ;Амурская область;Болезни уха;1,0;0,02;
2016;6;Дальневосточный Федеральный округ;Амурская область;Болезни эндокринной системы;2,0;0,04;
2016;6;Дальневосточный Федеральный округ;Амурская область;Последствия травм головного мозга;6,0;0,31;
2016;6;Дальневосточный Федеральный округ;Амурская область;Последствия травм спинного мозга;37,0;2,03;
2016;6;Дальневосточный Федеральный округ;Амурская область;Психоневрологические заболевания;42,0;0,97;
2016;6;Дальневосточный Федеральный округ;Приморский край;Болезни глаза;22,0;0,45;
2016;6;Дальневосточный Федеральный округ;Приморский край;Болезни кожи и подкожной клетчатки;4,0;0,09;
2016;6;Дальневосточный Федеральный округ;Приморский край;Болезни мочеполовой системы;3,0;0,07;
2016;6;Дальневосточный Федеральный округ;Приморский край;Болезни нервной системы;76,0;1,65;
2016;6;Дальневосточный Федеральный округ;Приморский край;Болезни опорно-двигательного аппарата;349,0;6,99;
2016;6;Дальневосточный Федеральный округ;Приморский край;Болезни органов дыхания;75,0;1,59;
2016;6;Дальневосточный Федеральный округ;Приморский край;Болезни органов пищеварения;67,0;1,37;
2016;6;Дальневосточный Федеральный округ;Приморский край;Болезни системы кровообращения;983,0;19,61;
2016;6;Дальневосточный Федеральный округ;Приморский край;Болезни уха;6,0;0,15;
2016;6;Дальневосточный Федеральный округ;Приморский край;Болезни эндокринной системы;54,0;1,19;
2016;6;Дальневосточный Федеральный округ;Приморский край;Последствия травм спинного мозга;14,0;0,48;
2016;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни глаза;8,0;0,18;
2016;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни мочеполовой системы;6,0;0,13;
2016;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни нервной системы;29,0;0,66;
2016;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни опорно-двигательного аппарата;73,0;1,57;
2016;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни органов дыхания;16,0;0,32;
2016;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни органов пищеварения;8,0;0,17;
2016;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни системы кровообращения;46,0;1,01;
2016;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни уха;5,0;0,11;
2016;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни эндокринной системы;12,0;0,27;
2016;6;Дальневосточный Федеральный округ;Хабаровский край;Многопрофильный;1,0;0,02;
2016;6;Дальневосточный Федеральный округ;Хабаровский край;Последствия травм спинного мозга;4,0;0,15;
2016;6;Дальневосточный Федеральный округ;Хабаровский край;Психоневрологические заболевания;4,0;0,09;
2016;6;Приволжский Федеральный округ;Республика Марий Эл;Болезни нервной системы;5,0;0,12;
2016;6;Приволжский Федеральный округ;Республика Марий Эл;Болезни опорно-двигательного аппарата;4,0;0,08;
2016;6;Приволжский Федеральный округ;Республика Марий Эл;Болезни органов дыхания;4,0;0,09;
2016;6;Приволжский Федеральный округ;Республика Марий Эл;Болезни системы кровообращения;6,0;0,12;
2016;6;Приволжский Федеральный округ;Республика Марий Эл;Болезни эндокринной системы;1,0;0,02;
2016;6;Приволжский Федеральный округ;Республика Марий Эл;Многопрофильный;210,0;4,44;
2016;6;Приволжский Федеральный округ;Республика Марий Эл;Последствия травм спинного мозга;4,0;0,16;
2016;6;Приволжский Федеральный округ;Республика Мордовия;Болезни мочеполовой системы;3,0;0,06;
2016;6;Приволжский Федеральный округ;Республика Мордовия;Болезни нервной системы;134,0;3,17;
2016;6;Приволжский Федеральный округ;Республика Мордовия;Болезни опорно-двигательного аппарата;51,0;0,77;
2016;6;Приволжский Федеральный округ;Республика Мордовия;Болезни органов дыхания;15,0;0,3;
2016;6;Приволжский Федеральный округ;Республика Мордовия;Болезни органов пищеварения;5,0;0,08;
2016;6;Приволжский Федеральный округ;Республика Мордовия;Болезни системы кровообращения;93,0;1,29;
2016;6;Приволжский Федеральный округ;Республика Мордовия;Болезни уха;9,0;0,21;
2016;6;Приволжский Федеральный округ;Республика Мордовия;Болезни эндокринной системы;21,0;0,37;
2016;6;Приволжский Федеральный округ;Удмуртская республика;Болезни глаза;21,0;0,44;
2016;6;Приволжский Федеральный округ;Удмуртская республика;Болезни кожи и подкожной клетчатки;4,0;0,09;
2016;6;Приволжский Федеральный округ;Удмуртская республика;Болезни крови;3,0;0,07;
2016;6;Приволжский Федеральный округ;Удмуртская республика;Болезни мочеполовой системы;28,0;0,58;
2016;6;Приволжский Федеральный округ;Удмуртская республика;Болезни нервной системы;132,0;2,86;
2016;6;Приволжский Федеральный округ;Удмуртская республика;Болезни опорно-двигательного аппарата;101,0;2,08;
2016;6;Приволжский Федеральный округ;Удмуртская республика;Болезни органов дыхания;24,0;0,5;
2016;6;Приволжский Федеральный округ;Удмуртская республика;Болезни органов пищеварения;80,0;1,62;
2016;6;Приволжский Федеральный округ;Удмуртская республика;Болезни системы кровообращения;136,0;2,68;
2016;6;Приволжский Федеральный округ;Удмуртская республика;Болезни уха;17,0;0,37;
2016;6;Приволжский Федеральный округ;Удмуртская республика;Болезни эндокринной системы;88,0;1,77;
2016;6;Приволжский Федеральный округ;Удмуртская республика;Многопрофильный;374,0;8,93;
2016;6;Приволжский Федеральный округ;Удмуртская республика;Последствия травм головного мозга;40,0;1,15;
2016;6;Приволжский Федеральный округ;Удмуртская республика;Последствия травм спинного мозга;15,0;0,56;
2016;6;Приволжский Федеральный округ;Чувашская республика;Болезни глаза;5,0;0,11;
2016;6;Приволжский Федеральный округ;Чувашская республика;Болезни нервной системы;15,0;0,31;
2016;6;Приволжский Федеральный округ;Чувашская республика;Болезни опорно-двигательного аппарата;9,0;0,24;
2016;6;Приволжский Федеральный округ;Чувашская республика;Болезни органов дыхания;8,0;0,16;
2016;6;Приволжский Федеральный округ;Чувашская республика;Болезни органов пищеварения;18,0;0,3;
2016;6;Приволжский Федеральный округ;Чувашская республика;Болезни системы кровообращения;16,0;0,32;
2016;6;Приволжский Федеральный округ;Чувашская республика;Болезни эндокринной системы;4,0;0,07;
2016;6;Приволжский Федеральный округ;Чувашская республика;Многопрофильный;4,0;0,07;
2016;6;Северо-Западный Федеральный округ;Республика Коми;Болезни глаза;14,0;0,32;
2016;6;Северо-Западный Федеральный округ;Республика Коми;Болезни мочеполовой системы;11,0;0,26;
2016;6;Северо-Западный Федеральный округ;Республика Коми;Болезни нервной системы;59,0;1,4;
2016;6;Северо-Западный Федеральный округ;Республика Коми;Болезни опорно-двигательного аппарата;163,0;3,73;
2016;6;Северо-Западный Федеральный округ;Республика Коми;Болезни органов дыхания;27,0;0,59;
2016;6;Северо-Западный Федеральный округ;Республика Коми;Болезни органов пищеварения;27,0;0,66;
2016;6;Северо-Западный Федеральный округ;Республика Коми;Болезни системы кровообращения;270,0;5,79;
2016;6;Северо-Западный Федеральный округ;Республика Коми;Болезни уха;17,0;0,36;
2016;6;Северо-Западный Федеральный округ;Республика Коми;Болезни эндокринной системы;47,0;1,07;
2016;6;Северо-Западный Федеральный округ;Республика Коми;Многопрофильный;44,0;0,9;
2016;6;Северо-Западный Федеральный округ;Республика Коми;Последствия травм головного мозга;4,0;0,14;
2016;6;Северо-Западный Федеральный округ;Республика Коми;Последствия травм спинного мозга;6,0;0,25;
2016;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни мочеполовой системы;6,0;0,14;
2016;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни нервной системы;6,0;0,12;
2016;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни опорно-двигательного аппарата;35,0;0,66;
2016;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни органов дыхания;4,0;0,09;
2016;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни органов пищеварения;8,0;0,16;
2016;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни системы кровообращения;79,0;1,54;
2016;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни эндокринной системы;1,0;0,02;
2016;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Последствия травм спинного мозга;4,0;0,14;
2016;6;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни глаза;23,0;0,48;
2016;6;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни мочеполовой системы;3,0;0,07;
2016;6;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни нервной системы;127,0;2,76;
2016;6;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни опорно-двигательного аппарата;32,0;0,69;
2016;6;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни органов дыхания;13,0;0,28;
2016;6;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни органов пищеварения;24,0;0,52;
2016;6;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни системы кровообращения;69,0;1,47;
2016;6;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни уха;6,0;0,1;
2016;6;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни эндокринной системы;29,0;0,64;
2016;6;Северо-Кавказский Федеральный округ;Чеченская республика;Многопрофильный;12,0;0,33;
2016;6;Северо-Кавказский Федеральный округ;Чеченская республика;Последствия травм спинного мозга;22,0;1,05;
2016;6;Сибирский Федеральный округ;Алтайский край;Болезни глаза;7,0;0,15;
2016;6;Сибирский Федеральный округ;Алтайский край;Болезни мочеполовой системы;9,0;0,19;
2016;6;Сибирский Федеральный округ;Алтайский край;Болезни нервной системы;76,0;1,94;
2016;6;Сибирский Федеральный округ;Алтайский край;Болезни опорно-двигательного аппарата;26,0;0,5;
2016;6;Сибирский Федеральный округ;Алтайский край;Болезни органов дыхания;13,0;0,27;
2016;6;Сибирский Федеральный округ;Алтайский край;Болезни органов пищеварения;25,0;0,52;
2016;6;Сибирский Федеральный округ;Алтайский край;Болезни системы кровообращения;61,0;1,36;
2016;6;Сибирский Федеральный округ;Алтайский край;Болезни уха;17,0;0,37;
2016;6;Сибирский Федеральный округ;Алтайский край;Болезни эндокринной системы;38,0;0,83;
2016;6;Сибирский Федеральный округ;Алтайский край;Многопрофильный;319,0;7,54;
2016;6;Сибирский Федеральный округ;Алтайский край;Последствия травм спинного мозга;7,0;0,25;
2016;6;Сибирский Федеральный округ;Республика Алтай;Болезни глаза;2,0;0,04;
2016;6;Сибирский Федеральный округ;Республика Алтай;Болезни нервной системы;18,0;0,47;
2016;6;Сибирский Федеральный округ;Республика Алтай;Болезни опорно-двигательного аппарата;8,0;0,2;
2016;6;Сибирский Федеральный округ;Республика Алтай;Болезни органов дыхания;2,0;0,05;
2016;6;Сибирский Федеральный округ;Республика Алтай;Болезни системы кровообращения;13,0;0,3;
2016;6;Сибирский Федеральный округ;Республика Алтай;Болезни уха;4,0;0,07;
2016;6;Сибирский Федеральный округ;Республика Алтай;Последствия травм спинного мозга;4,0;0,14;
2016;6;Сибирский Федеральный округ;Республика Тыва;Болезни глаза;3,0;0,07;
2016;6;Сибирский Федеральный округ;Республика Тыва;Болезни нервной системы;29,0;0,99;
2016;6;Сибирский Федеральный округ;Республика Тыва;Болезни уха;4,0;0,09;
2016;6;Сибирский Федеральный округ;Республика Тыва;Многопрофильный;139,0;2,82;
2016;6;Сибирский Федеральный округ;Республика Хакасия;Болезни глаза;3,0;0,06;
2016;6;Сибирский Федеральный округ;Республика Хакасия;Болезни мочеполовой системы;2,0;0,05;
2016;6;Сибирский Федеральный округ;Республика Хакасия;Болезни нервной системы;3,0;0,08;
2016;6;Сибирский Федеральный округ;Республика Хакасия;Болезни опорно-двигательного аппарата;19,0;0,53;
2016;6;Сибирский Федеральный округ;Республика Хакасия;Болезни органов дыхания;4,0;0,11;
2016;6;Сибирский Федеральный округ;Республика Хакасия;Болезни органов пищеварения;7,0;0,18;
2016;6;Сибирский Федеральный округ;Республика Хакасия;Болезни системы кровообращения;61,0;1,7;
2016;6;Сибирский Федеральный округ;Республика Хакасия;Болезни уха;6,0;0,13;
2016;6;Сибирский Федеральный округ;Республика Хакасия;Болезни эндокринной системы;4,0;0,1;
2016;6;Сибирский Федеральный округ;Республика Хакасия;Последствия травм головного мозга;3,0;0,11;
2016;6;Сибирский Федеральный округ;Республика Хакасия;Последствия травм спинного мозга;1,0;0,06;
2016;6;Сибирский Федеральный округ;Республика Хакасия;Психоневрологические заболевания;2,0;0,06;
2016;6;Южный Федеральный округ;Республика Калмыкия;Болезни глаза;4,0;0,08;
2016;6;Южный Федеральный округ;Республика Калмыкия;Болезни опорно-двигательного аппарата;105,0;2,07;
2016;6;Южный Федеральный округ;Республика Калмыкия;Болезни органов дыхания;13,0;0,26;
2016;6;Южный Федеральный округ;Республика Калмыкия;Болезни органов пищеварения;6,0;0,12;
2016;6;Южный Федеральный округ;Республика Калмыкия;Болезни системы кровообращения;39,0;0,77;
2016;6;Южный Федеральный округ;Республика Калмыкия;Болезни уха;7,0;0,15;
2016;6;Южный Федеральный округ;Республика Калмыкия;Болезни эндокринной системы;19,0;0,42;
2016;7;Дальневосточный Федеральный округ;Амурская область;Болезни кожи и подкожной клетчатки;5,0;0,11;
2016;7;Дальневосточный Федеральный округ;Амурская область;Болезни мочеполовой системы;11,0;0,22;
2016;7;Дальневосточный Федеральный округ;Амурская область;Болезни нервной системы;119,0;2,62;
2016;7;Дальневосточный Федеральный округ;Амурская область;Болезни опорно-двигательного аппарата;45,0;0,88;
2016;7;Дальневосточный Федеральный округ;Амурская область;Болезни органов дыхания;39,0;0,62;
2016;7;Дальневосточный Федеральный округ;Амурская область;Болезни органов пищеварения;31,0;0,62;
2016;7;Дальневосточный Федеральный округ;Амурская область;Болезни системы кровообращения;126,0;2,02;
2016;7;Дальневосточный Федеральный округ;Амурская область;Болезни эндокринной системы;6,0;0,12;
2016;7;Дальневосточный Федеральный округ;Амурская область;Последствия травм головного мозга;10,0;0,49;
2016;7;Дальневосточный Федеральный округ;Амурская область;Последствия травм спинного мозга;32,0;1,65;
2016;7;Дальневосточный Федеральный округ;Амурская область;Психоневрологические заболевания;8,0;0,19;
2016;7;Дальневосточный Федеральный округ;Приморский край;Болезни глаза;25,0;0,53;
2016;7;Дальневосточный Федеральный округ;Приморский край;Болезни кожи и подкожной клетчатки;1,0;0,02;
2016;7;Дальневосточный Федеральный округ;Приморский край;Болезни мочеполовой системы;6,0;0,14;
2016;7;Дальневосточный Федеральный округ;Приморский край;Болезни нервной системы;109,0;2,21;
2016;7;Дальневосточный Федеральный округ;Приморский край;Болезни опорно-двигательного аппарата;491,0;9,58;
2016;7;Дальневосточный Федеральный округ;Приморский край;Болезни органов дыхания;62,0;1,27;
2016;7;Дальневосточный Федеральный округ;Приморский край;Болезни органов пищеварения;39,0;0,77;
2016;7;Дальневосточный Федеральный округ;Приморский край;Болезни системы кровообращения;1084,0;21,53;
2016;7;Дальневосточный Федеральный округ;Приморский край;Болезни уха;11,0;0,24;
2016;7;Дальневосточный Федеральный округ;Приморский край;Болезни эндокринной системы;77,0;1,64;
2016;7;Дальневосточный Федеральный округ;Приморский край;Последствия травм спинного мозга;9,0;0,35;
2016;7;Дальневосточный Федеральный округ;Хабаровский край;Болезни глаза;6,0;0,14;
2016;7;Дальневосточный Федеральный округ;Хабаровский край;Болезни мочеполовой системы;3,0;0,06;
2016;7;Дальневосточный Федеральный округ;Хабаровский край;Болезни нервной системы;69,0;1,55;
2016;7;Дальневосточный Федеральный округ;Хабаровский край;Болезни опорно-двигательного аппарата;81,0;1,76;
2016;7;Дальневосточный Федеральный округ;Хабаровский край;Болезни органов дыхания;35,0;0,7;
2016;7;Дальневосточный Федеральный округ;Хабаровский край;Болезни органов пищеварения;9,0;0,19;
2016;7;Дальневосточный Федеральный округ;Хабаровский край;Болезни системы кровообращения;54,0;1,19;
2016;7;Дальневосточный Федеральный округ;Хабаровский край;Болезни уха;13,0;0,29;
2016;7;Дальневосточный Федеральный округ;Хабаровский край;Болезни эндокринной системы;33,0;0,76;
2016;7;Дальневосточный Федеральный округ;Хабаровский край;Последствия травм спинного мозга;6,0;0,22;
2016;7;Дальневосточный Федеральный округ;Хабаровский край;Психоневрологические заболевания;13,0;0,3;
2016;7;Приволжский Федеральный округ;Республика Марий Эл;Болезни нервной системы;1,0;0,02;
2016;7;Приволжский Федеральный округ;Республика Марий Эл;Болезни опорно-двигательного аппарата;2,0;0,04;
2016;7;Приволжский Федеральный округ;Республика Марий Эл;Болезни органов дыхания;2,0;0,04;
2016;7;Приволжский Федеральный округ;Республика Марий Эл;Болезни системы кровообращения;4,0;0,08;
2016;7;Приволжский Федеральный округ;Республика Марий Эл;Болезни эндокринной системы;2,0;0,05;
2016;7;Приволжский Федеральный округ;Республика Марий Эл;Многопрофильный;277,0;5,71;
2016;7;Приволжский Федеральный округ;Республика Марий Эл;Последствия травм головного мозга;1,0;0,03;
2016;7;Приволжский Федеральный округ;Республика Марий Эл;Последствия травм спинного мозга;7,0;0,28;
2016;7;Приволжский Федеральный округ;Республика Мордовия;Болезни кожи и подкожной клетчатки;4,0;0,11;
2016;7;Приволжский Федеральный округ;Республика Мордовия;Болезни нервной системы;124,0;2,76;
2016;7;Приволжский Федеральный округ;Республика Мордовия;Болезни опорно-двигательного аппарата;47,0;0,85;
2016;7;Приволжский Федеральный округ;Республика Мордовия;Болезни органов дыхания;30,0;0,61;
2016;7;Приволжский Федеральный округ;Республика Мордовия;Болезни органов пищеварения;2,0;0,03;
2016;7;Приволжский Федеральный округ;Республика Мордовия;Болезни системы кровообращения;112,0;1,61;
2016;7;Приволжский Федеральный округ;Республика Мордовия;Болезни уха;28,0;0,62;
2016;7;Приволжский Федеральный округ;Республика Мордовия;Болезни эндокринной системы;28,0;0,53;
2016;7;Приволжский Федеральный округ;Удмуртская республика;Болезни глаза;22,0;0,44;
2016;7;Приволжский Федеральный округ;Удмуртская республика;Болезни мочеполовой системы;19,0;0,39;
2016;7;Приволжский Федеральный округ;Удмуртская республика;Болезни нервной системы;114,0;2,45;
2016;7;Приволжский Федеральный округ;Удмуртская республика;Болезни опорно-двигательного аппарата;128,0;2,59;
2016;7;Приволжский Федеральный округ;Удмуртская республика;Болезни органов дыхания;27,0;0,56;
2016;7;Приволжский Федеральный округ;Удмуртская республика;Болезни органов пищеварения;9,0;0,17;
2016;7;Приволжский Федеральный округ;Удмуртская республика;Болезни системы кровообращения;170,0;3,36;
2016;7;Приволжский Федеральный округ;Удмуртская республика;Болезни уха;21,0;0,47;
2016;7;Приволжский Федеральный округ;Удмуртская республика;Болезни эндокринной системы;83,0;1,7;
2016;7;Приволжский Федеральный округ;Удмуртская республика;Многопрофильный;400,0;8,99;
2016;7;Приволжский Федеральный округ;Удмуртская республика;Последствия травм головного мозга;70,0;2,08;
2016;7;Приволжский Федеральный округ;Удмуртская республика;Последствия травм спинного мозга;24,0;1,21;
2016;7;Приволжский Федеральный округ;Удмуртская республика;Психоневрологические заболевания;2,0;0,05;
2016;7;Приволжский Федеральный округ;Чувашская республика;Болезни глаза;6,0;0,12;
2016;7;Приволжский Федеральный округ;Чувашская республика;Болезни нервной системы;25,0;0,54;
2016;7;Приволжский Федеральный округ;Чувашская республика;Болезни опорно-двигательного аппарата;35,0;0,87;
2016;7;Приволжский Федеральный округ;Чувашская республика;Болезни органов дыхания;17,0;0,35;
2016;7;Приволжский Федеральный округ;Чувашская республика;Болезни органов пищеварения;14,0;0,26;
2016;7;Приволжский Федеральный округ;Чувашская республика;Болезни системы кровообращения;45,0;0,89;
2016;7;Приволжский Федеральный округ;Чувашская республика;Болезни уха;5,0;0,11;
2016;7;Приволжский Федеральный округ;Чувашская республика;Болезни эндокринной системы;6,0;0,12;
2016;7;Приволжский Федеральный округ;Чувашская республика;Многопрофильный;1,0;0,02;
2016;7;Приволжский Федеральный округ;Чувашская республика;Последствия травм спинного мозга;2,0;0,07;
2016;7;Северо-Западный Федеральный округ;Республика Коми;Болезни глаза;32,0;0,64;
2016;7;Северо-Западный Федеральный округ;Республика Коми;Болезни кожи и подкожной клетчатки;10,0;0,23;
2016;7;Северо-Западный Федеральный округ;Республика Коми;Болезни мочеполовой системы;12,0;0,26;
2016;7;Северо-Западный Федеральный округ;Республика Коми;Болезни нервной системы;231,0;5,21;
2016;7;Северо-Западный Федеральный округ;Республика Коми;Болезни опорно-двигательного аппарата;192,0;4,43;
2016;7;Северо-Западный Федеральный округ;Республика Коми;Болезни органов дыхания;62,0;1,38;
2016;7;Северо-Западный Федеральный округ;Республика Коми;Болезни органов пищеварения;65,0;1,54;
2016;7;Северо-Западный Федеральный округ;Республика Коми;Болезни системы кровообращения;257,0;5,63;
2016;7;Северо-Западный Федеральный округ;Республика Коми;Болезни уха;27,0;0,6;
2016;7;Северо-Западный Федеральный округ;Республика Коми;Болезни эндокринной системы;70,0;1,68;
2016;7;Северо-Западный Федеральный округ;Республика Коми;Многопрофильный;98,0;2,25;
2016;7;Северо-Западный Федеральный округ;Республика Коми;Общий;2,0;0,07;
2016;7;Северо-Западный Федеральный округ;Республика Коми;Последствия травм спинного мозга;13,0;0,52;
2016;7;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни мочеполовой системы;14,0;0,32;
2016;7;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни нервной системы;17,0;0,34;
2016;7;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни опорно-двигательного аппарата;8,0;0,15;
2016;7;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни органов дыхания;40,0;0,86;
2016;7;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни органов пищеварения;20,0;0,4;
2016;7;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни системы кровообращения;83,0;1,7;
2016;7;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни эндокринной системы;3,0;0,06;
2016;7;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Последствия травм спинного мозга;4,0;0,14;
2016;7;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Психоневрологические заболевания;4,0;0,09;
2016;7;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни глаза;52,0;1,06;
2016;7;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни кожи и подкожной клетчатки;4,0;0,09;
2016;7;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни мочеполовой системы;6,0;0,12;
2016;7;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни нервной системы;124,0;2,74;
2016;7;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни опорно-двигательного аппарата;67,0;1,37;
2016;7;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни органов дыхания;19,0;0,42;
2016;7;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни органов пищеварения;29,0;0,63;
2016;7;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни системы кровообращения;74,0;1,54;
2016;7;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни уха;3,0;0,07;
2016;7;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни эндокринной системы;17,0;0,4;
2016;7;Северо-Кавказский Федеральный округ;Чеченская республика;Многопрофильный;22,0;0,66;
2016;7;Северо-Кавказский Федеральный округ;Чеченская республика;Последствия травм головного мозга;1,0;0,02;
2016;7;Северо-Кавказский Федеральный округ;Чеченская республика;Последствия травм спинного мозга;12,0;0,55;
2016;7;Сибирский Федеральный округ;Алтайский край;Болезни глаза;32,0;0,66;
