Год;Месяц;Федеральный округ;Регион;Число детей;Количество детей, чел. ;
2017;1;Приволжский Федеральный округ;Пензенская область;1й ребенок;394,0;
2017;1;Приволжский Федеральный округ;Пензенская область;2й и более ребенок;591,0;
2017;1;Приволжский Федеральный округ;Пермский край;1й ребенок;967,0;
2017;1;Приволжский Федеральный округ;Пермский край;2й и более ребенок;1695,0;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;1й ребенок;1424,0;
2017;1;Приволжский Федеральный округ;Республика Башкортостан;2й и более ребенок;2566,0;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;1й ребенок;247,0;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;2й и более ребенок;419,0;
2017;1;Приволжский Федеральный округ;Республика Мордовия;1й ребенок;218,0;
2017;1;Приволжский Федеральный округ;Республика Мордовия;2й и более ребенок;375,0;
2017;1;Приволжский Федеральный округ;Республика Татарстан;1й ребенок;1659,0;
2017;1;Приволжский Федеральный округ;Республика Татарстан;2й и более ребенок;2276,0;
2017;1;Приволжский Федеральный округ;Самарская область;1й ребенок;1078,0;
2017;1;Приволжский Федеральный округ;Самарская область;2й и более ребенок;1654,0;
2017;1;Приволжский Федеральный округ;Саратовская область;1й ребенок;792,0;
2017;1;Приволжский Федеральный округ;Саратовская область;2й и более ребенок;1200,0;
2017;1;Приволжский Федеральный округ;Удмуртская республика;1й ребенок;521,0;
2017;1;Приволжский Федеральный округ;Удмуртская республика;2й и более ребенок;1006,0;
2017;1;Приволжский Федеральный округ;Ульяновская область;1й ребенок;415,0;
2017;1;Приволжский Федеральный округ;Ульяновская область;2й и более ребенок;707,0;
2017;1;Приволжский Федеральный округ;Чувашская республика;1й ребенок;429,0;
2017;1;Приволжский Федеральный округ;Чувашская республика;2й и более ребенок;746,0;
2017;1;Северо-Западный Федеральный округ;Архангельская область;1й ребенок;380,0;
2017;1;Северо-Западный Федеральный округ;Архангельская область;2й и более ребенок;569,0;
2017;1;Северо-Западный Федеральный округ;Вологодская область;1й ребенок;417,0;
2017;1;Северо-Западный Федеральный округ;Вологодская область;2й и более ребенок;698,0;
2017;1;Северо-Западный Федеральный округ;Калининградская область;1й ребенок;383,0;
2017;1;Северо-Западный Федеральный округ;Калининградская область;2й и более ребенок;599,0;
2017;1;Северо-Западный Федеральный округ;Ленинградская область;1й ребенок;414,0;
2017;1;Северо-Западный Федеральный округ;Ленинградская область;2й и более ребенок;632,0;
2017;1;Северо-Западный Федеральный округ;Мурманская область;1й ребенок;216,0;
2017;1;Северо-Западный Федеральный округ;Мурманская область;2й и более ребенок;400,0;
2017;1;Северо-Западный Федеральный округ;Ненецкий автономный округ;1й ребенок;15,0;
2017;1;Северо-Западный Федеральный округ;Ненецкий автономный округ;2й и более ребенок;32,0;
2017;1;Северо-Западный Федеральный округ;Новгородская область;1й ребенок;193,0;
2017;1;Северо-Западный Федеральный округ;Новгородская область;2й и более ребенок;321,0;
2017;1;Северо-Западный Федеральный округ;Псковская область;1й ребенок;181,0;
2017;1;Северо-Западный Федеральный округ;Псковская область;2й и более ребенок;311,0;
2017;1;Северо-Западный Федеральный округ;Республика Карелия;1й ребенок;196,0;
2017;1;Северо-Западный Федеральный округ;Республика Карелия;2й и более ребенок;284,0;
2017;1;Северо-Западный Федеральный округ;Республика Коми;1й ребенок;284,0;
2017;1;Северо-Западный Федеральный округ;Республика Коми;2й и более ребенок;575,0;
2017;1;Северо-Западный Федеральный округ;Санкт-Петербург;1й ребенок;2084,0;
2017;1;Северо-Западный Федеральный округ;Санкт-Петербург;2й и более ребенок;1999,0;
2017;1;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;1й ребенок;307,0;
2017;1;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;2й и более ребенок;732,0;
2017;1;Северо-Кавказский Федеральный округ;Республика Дагестан;1й ребенок;1189,0;
2017;1;Северо-Кавказский Федеральный округ;Республика Дагестан;2й и более ребенок;2903,0;
2017;1;Северо-Кавказский Федеральный округ;Республика Ингушетия;1й ребенок;531,0;
2017;1;Северо-Кавказский Федеральный округ;Республика Ингушетия;2й и более ребенок;91,0;
2017;1;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;1й ребенок;155,0;
2017;1;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;2й и более ребенок;271,0;
2017;1;Северо-Кавказский Федеральный округ;Республика Северная Осетия-Алания;1й ребенок;240,0;
2017;1;Северо-Кавказский Федеральный округ;Республика Северная Осетия-Алания;2й и более ребенок;543,0;
2017;1;Северо-Кавказский Федеральный округ;Ставропольский край;1й ребенок;1330,0;
2017;1;Северо-Кавказский Федеральный округ;Ставропольский край;2й и более ребенок;1430,0;
2017;1;Северо-Кавказский Федеральный округ;Чеченская республика;1й ребенок;531,0;
2017;1;Северо-Кавказский Федеральный округ;Чеченская республика;2й и более ребенок;1916,0;
2017;1;Сибирский Федеральный округ;Алтайский край;1й ребенок;719,0;
2017;1;Сибирский Федеральный округ;Алтайский край;2й и более ребенок;1415,0;
2017;1;Сибирский Федеральный округ;Забайкальский край;1й ребенок;412,0;
2017;1;Сибирский Федеральный округ;Забайкальский край;2й и более ребенок;766,0;
2017;1;Сибирский Федеральный округ;Иркутская область;1й ребенок;934,0;
2017;1;Сибирский Федеральный округ;Иркутская область;2й и более ребенок;1609,0;
2017;1;Сибирский Федеральный округ;Кемеровская область;1й ребенок;807,0;
2017;1;Сибирский Федеральный округ;Кемеровская область;2й и более ребенок;1496,0;
2017;1;Сибирский Федеральный округ;Красноярский край;1й ребенок;1463,0;
2017;1;Сибирский Федеральный округ;Красноярский край;2й и более ребенок;1383,0;
2017;1;Сибирский Федеральный округ;Новосибирская область;1й ребенок;1107,0;
2017;1;Сибирский Федеральный округ;Новосибирская область;2й и более ребенок;1602,0;
2017;1;Сибирский Федеральный округ;Омская область;1й ребенок;811,0;
2017;1;Сибирский Федеральный округ;Омская область;2й и более ребенок;1130,0;
2017;1;Сибирский Федеральный округ;Республика Алтай;1й ребенок;93,0;
2017;1;Сибирский Федеральный округ;Республика Алтай;2й и более ребенок;197,0;
2017;1;Сибирский Федеральный округ;Республика Бурятия;1й ребенок;496,0;
2017;1;Сибирский Федеральный округ;Республика Бурятия;2й и более ребенок;721,0;
2017;1;Сибирский Федеральный округ;Республика Тыва;1й ребенок;152,0;
2017;1;Сибирский Федеральный округ;Республика Тыва;2й и более ребенок;489,0;
2017;1;Сибирский Федеральный округ;Республика Хакасия;1й ребенок;184,0;
2017;1;Сибирский Федеральный округ;Республика Хакасия;2й и более ребенок;345,0;
2017;1;Сибирский Федеральный округ;Томская область;1й ребенок;376,0;
2017;1;Сибирский Федеральный округ;Томская область;2й и более ребенок;635,0;
2017;1;Уральский Федеральный округ;Курганская область;1й ребенок;233,0;
2017;1;Уральский Федеральный округ;Курганская область;2й и более ребенок;575,0;
2017;1;Уральский Федеральный округ;Свердловская область;1й ребенок;1561,0;
2017;1;Уральский Федеральный округ;Свердловская область;2й и более ребенок;2832,0;
2017;1;Уральский Федеральный округ;Тюменская область;1й ребенок;669,0;
2017;1;Уральский Федеральный округ;Тюменская область;2й и более ребенок;1072,0;
2017;1;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;1й ребенок;691,0;
2017;1;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;2й и более ребенок;1241,0;
2017;1;Уральский Федеральный округ;Челябинская область;1й ребенок;1246,0;
2017;1;Уральский Федеральный округ;Челябинская область;2й и более ребенок;2165,0;
2017;1;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;1й ребенок;215,0;
2017;1;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;2й и более ребенок;392,0;
2017;1;Центральный Федеральный округ;Белгородская область;1й ребенок;498,0;
2017;1;Центральный Федеральный округ;Белгородская область;2й и более ребенок;791,0;
2017;1;Центральный Федеральный округ;Брянская область;1й ребенок;400,0;
2017;1;Центральный Федеральный округ;Брянская область;2й и более ребенок;600,0;
2017;1;Центральный Федеральный округ;Владимирская область;1й ребенок;426,0;
2017;1;Центральный Федеральный округ;Владимирская область;2й и более ребенок;636,0;
2017;1;Центральный Федеральный округ;Воронежская область;1й ребенок;782,0;
2017;1;Центральный Федеральный округ;Воронежская область;2й и более ребенок;1052,0;
2017;1;Центральный Федеральный округ;Ивановская область;1й ребенок;319,0;
2017;1;Центральный Федеральный округ;Ивановская область;2й и более ребенок;557,0;
2017;1;Центральный Федеральный округ;Калужская область;1й ребенок;330,0;
2017;1;Центральный Федеральный округ;Калужская область;2й и более ребенок;568,0;
2017;1;Центральный Федеральный округ;Костромская область;1й ребенок;196,0;
2017;1;Центральный Федеральный округ;Костромская область;2й и более ребенок;345,0;
2017;1;Центральный Федеральный округ;Курская область;1й ребенок;368,0;
2017;1;Центральный Федеральный округ;Курская область;2й и более ребенок;503,0;
2017;1;Центральный Федеральный округ;Липецкая область;1й ребенок;381,0;
2017;1;Центральный Федеральный округ;Липецкая область;2й и более ребенок;637,0;
2017;1;Центральный Федеральный округ;Москва;1й ребенок;4722,0;
2017;1;Центральный Федеральный округ;Москва;2й и более ребенок;4326,0;
2017;1;Центральный Федеральный округ;Московская область;1й ребенок;2572,0;
2017;1;Центральный Федеральный округ;Московская область;2й и более ребенок;3220,0;
2017;1;Центральный Федеральный округ;Орловская область;1й ребенок;234,0;
2017;1;Центральный Федеральный округ;Орловская область;2й и более ребенок;334,0;
2017;1;Центральный Федеральный округ;Рязанская область;1й ребенок;387,0;
2017;1;Центральный Федеральный округ;Рязанская область;2й и более ребенок;531,0;
2017;1;Центральный Федеральный округ;Смоленская область;1й ребенок;284,0;
2017;1;Центральный Федеральный округ;Смоленская область;2й и более ребенок;397,0;
2017;1;Центральный Федеральный округ;Тамбовская область;1й ребенок;314,0;
2017;1;Центральный Федеральный округ;Тамбовская область;2й и более ребенок;448,0;
2017;1;Центральный Федеральный округ;Тверская область;1й ребенок;369,0;
2017;1;Центральный Федеральный округ;Тверская область;2й и более ребенок;634,0;
2017;1;Центральный Федеральный округ;Тульская область;1й ребенок;462,0;
2017;1;Центральный Федеральный округ;Тульская область;2й и более ребенок;665,0;
2017;1;Центральный Федеральный округ;Ярославская область;1й ребенок;441,0;
2017;1;Центральный Федеральный округ;Ярославская область;2й и более ребенок;641,0;
2017;1;Южный Федеральный округ;Астраханская область;1й ребенок;389,0;
2017;1;Южный Федеральный округ;Астраханская область;2й и более ребенок;709,0;
2017;1;Южный Федеральный округ;Волгоградская область;1й ребенок;810,0;
2017;1;Южный Федеральный округ;Волгоградская область;2й и более ребенок;1363,0;
2017;1;Южный Федеральный округ;Краснодарский край;1й ребенок;2167,0;
2017;1;Южный Федеральный округ;Краснодарский край;2й и более ребенок;3471,0;
2017;1;Южный Федеральный округ;Республика Адыгея;1й ребенок;113,0;
2017;1;Южный Федеральный округ;Республика Адыгея;2й и более ребенок;254,0;
2017;1;Южный Федеральный округ;Республика Калмыкия;1й ребенок;82,0;
2017;1;Южный Федеральный округ;Республика Калмыкия;2й и более ребенок;170,0;
2017;1;Южный Федеральный округ;Республика Крым;1й ребенок;625,0;
2017;1;Южный Федеральный округ;Республика Крым;2й и более ребенок;1021,0;
2017;1;Южный Федеральный округ;Ростовская область;1й ребенок;1487,0;
2017;1;Южный Федеральный округ;Ростовская область;2й и более ребенок;1987,0;
2017;1;Южный Федеральный округ;Севастополь;1й ребенок;151,0;
2017;1;Южный Федеральный округ;Севастополь;2й и более ребенок;189,0;
2017;10;Дальневосточный Федеральный округ;Амурская область;1й ребенок;324,0;
2017;10;Дальневосточный Федеральный округ;Амурская область;2й и более ребенок;473,0;
2017;10;Дальневосточный Федеральный округ;Еврейская автономная область;1й ребенок;51,0;
2017;10;Дальневосточный Федеральный округ;Еврейская автономная область;2й и более ребенок;108,0;
2017;10;Дальневосточный Федеральный округ;Камчатский край;1й ребенок;135,0;
2017;10;Дальневосточный Федеральный округ;Камчатский край;2й и более ребенок;188,0;
2017;10;Дальневосточный Федеральный округ;Магаданская область;1й ребенок;58,0;
2017;10;Дальневосточный Федеральный округ;Магаданская область;2й и более ребенок;99,0;
2017;10;Дальневосточный Федеральный округ;Приморский край;1й ребенок;618,0;
2017;10;Дальневосточный Федеральный округ;Приморский край;2й и более ребенок;1048,0;
2017;10;Дальневосточный Федеральный округ;Республика Саха (Якутия);1й ребенок;339,0;
2017;10;Дальневосточный Федеральный округ;Республика Саха (Якутия);2й и более ребенок;728,0;
2017;10;Дальневосточный Федеральный округ;Сахалинская область;1й ребенок;238,0;
2017;10;Дальневосточный Федеральный округ;Сахалинская область;2й и более ребенок;305,0;
2017;10;Дальневосточный Федеральный округ;Хабаровский край;1й ребенок;462,0;
2017;10;Дальневосточный Федеральный округ;Хабаровский край;2й и более ребенок;824,0;
2017;10;Дальневосточный Федеральный округ;Чукотский автономный округ;1й ребенок;21,0;
2017;10;Дальневосточный Федеральный округ;Чукотский автономный округ;2й и более ребенок;24,0;
2017;10;Приволжский Федеральный округ;Кировская область;1й ребенок;434,0;
2017;10;Приволжский Федеральный округ;Кировская область;2й и более ребенок;715,0;
2017;10;Приволжский Федеральный округ;Нижегородская область;1й ребенок;1137,0;
2017;10;Приволжский Федеральный округ;Нижегородская область;2й и более ребенок;1611,0;
2017;10;Приволжский Федеральный округ;Оренбургская область;1й ребенок;659,0;
2017;10;Приволжский Федеральный округ;Оренбургская область;2й и более ребенок;1228,0;
2017;10;Приволжский Федеральный округ;Пензенская область;1й ребенок;364,0;
2017;10;Приволжский Федеральный округ;Пензенская область;2й и более ребенок;572,0;
2017;10;Приволжский Федеральный округ;Пермский край;1й ребенок;860,0;
2017;10;Приволжский Федеральный округ;Пермский край;2й и более ребенок;1671,0;
2017;10;Приволжский Федеральный округ;Республика Башкортостан;1й ребенок;1367,0;
2017;10;Приволжский Федеральный округ;Республика Башкортостан;2й и более ребенок;2506,0;
2017;10;Приволжский Федеральный округ;Республика Марий Эл;1й ребенок;219,0;
2017;10;Приволжский Федеральный округ;Республика Марий Эл;2й и более ребенок;448,0;
2017;10;Приволжский Федеральный округ;Республика Мордовия;1й ребенок;234,0;
2017;10;Приволжский Федеральный округ;Республика Мордовия;2й и более ребенок;347,0;
2017;10;Приволжский Федеральный округ;Республика Татарстан;1й ребенок;1558,0;
2017;10;Приволжский Федеральный округ;Республика Татарстан;2й и более ребенок;2445,0;
2017;10;Приволжский Федеральный округ;Самарская область;1й ребенок;1083,0;
2017;10;Приволжский Федеральный округ;Самарская область;2й и более ребенок;1739,0;
2017;10;Приволжский Федеральный округ;Саратовская область;1й ребенок;787,0;
2017;10;Приволжский Федеральный округ;Саратовская область;2й и более ребенок;1279,0;
2017;10;Приволжский Федеральный округ;Удмуртская республика;1й ребенок;537,0;
2017;10;Приволжский Федеральный округ;Удмуртская республика;2й и более ребенок;916,0;
2017;10;Приволжский Федеральный округ;Ульяновская область;1й ребенок;419,0;
2017;10;Приволжский Федеральный округ;Ульяновская область;2й и более ребенок;602,0;
2017;10;Приволжский Федеральный округ;Чувашская республика;1й ребенок;400,0;
2017;10;Приволжский Федеральный округ;Чувашская республика;2й и более ребенок;803,0;
2017;10;Северо-Западный Федеральный округ;Архангельская область;1й ребенок;360,0;
2017;10;Северо-Западный Федеральный округ;Архангельская область;2й и более ребенок;597,0;
2017;10;Северо-Западный Федеральный округ;Вологодская область;1й ребенок;385,0;
2017;10;Северо-Западный Федеральный округ;Вологодская область;2й и более ребенок;753,0;
2017;10;Северо-Западный Федеральный округ;Калининградская область;1й ребенок;351,0;
2017;10;Северо-Западный Федеральный округ;Калининградская область;2й и более ребенок;539,0;
2017;10;Северо-Западный Федеральный округ;Ленинградская область;1й ребенок;436,0;
2017;10;Северо-Западный Федеральный округ;Ленинградская область;2й и более ребенок;684,0;
2017;10;Северо-Западный Федеральный округ;Мурманская область;1й ребенок;241,0;
2017;10;Северо-Западный Федеральный округ;Мурманская область;2й и более ребенок;348,0;
2017;10;Северо-Западный Федеральный округ;Ненецкий автономный округ;1й ребенок;13,0;
2017;10;Северо-Западный Федеральный округ;Ненецкий автономный округ;2й и более ребенок;34,0;
2017;10;Северо-Западный Федеральный округ;Новгородская область;1й ребенок;170,0;
2017;10;Северо-Западный Федеральный округ;Новгородская область;2й и более ребенок;353,0;
2017;10;Северо-Западный Федеральный округ;Псковская область;1й ребенок;177,0;
2017;10;Северо-Западный Федеральный округ;Псковская область;2й и более ребенок;294,0;
2017;10;Северо-Западный Федеральный округ;Республика Карелия;1й ребенок;205,0;
2017;10;Северо-Западный Федеральный округ;Республика Карелия;2й и более ребенок;334,0;
2017;10;Северо-Западный Федеральный округ;Республика Коми;1й ребенок;264,0;
2017;10;Северо-Западный Федеральный округ;Республика Коми;2й и более ребенок;513,0;
2017;10;Северо-Западный Федеральный округ;Санкт-Петербург;1й ребенок;2045,0;
2017;10;Северо-Западный Федеральный округ;Санкт-Петербург;2й и более ребенок;1989,0;
2017;10;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;1й ребенок;289,0;
2017;10;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;2й и более ребенок;682,0;
2017;10;Северо-Кавказский Федеральный округ;Республика Дагестан;1й ребенок;1240,0;
2017;10;Северо-Кавказский Федеральный округ;Республика Дагестан;2й и более ребенок;3033,0;
2017;10;Северо-Кавказский Федеральный округ;Республика Ингушетия;1й ребенок;578,0;
2017;10;Северо-Кавказский Федеральный округ;Республика Ингушетия;2й и более ребенок;106,0;
2017;10;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;1й ребенок;135,0;
2017;10;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;2й и более ребенок;249,0;
2017;10;Северо-Кавказский Федеральный округ;Республика Северная Осетия-Алания;1й ребенок;271,0;
2017;10;Северо-Кавказский Федеральный округ;Республика Северная Осетия-Алания;2й и более ребенок;527,0;
2017;10;Северо-Кавказский Федеральный округ;Ставропольский край;1й ребенок;1357,0;
2017;10;Северо-Кавказский Федеральный округ;Ставропольский край;2й и более ребенок;1501,0;
2017;10;Северо-Кавказский Федеральный округ;Чеченская республика;1й ребенок;641,0;
2017;10;Северо-Кавказский Федеральный округ;Чеченская республика;2й и более ребенок;1863,0;
2017;10;Сибирский Федеральный округ;Алтайский край;1й ребенок;713,0;
2017;10;Сибирский Федеральный округ;Алтайский край;2й и более ребенок;1399,0;
2017;10;Сибирский Федеральный округ;Забайкальский край;1й ребенок;432,0;
2017;10;Сибирский Федеральный округ;Забайкальский край;2й и более ребенок;804,0;
2017;10;Сибирский Федеральный округ;Иркутская область;1й ребенок;916,0;
2017;10;Сибирский Федеральный округ;Иркутская область;2й и более ребенок;1613,0;
2017;10;Сибирский Федеральный округ;Кемеровская область;1й ребенок;762,0;
2017;10;Сибирский Федеральный округ;Кемеровская область;2й и более ребенок;1475,0;
2017;10;Сибирский Федеральный округ;Красноярский край;1й ребенок;1537,0;
2017;10;Сибирский Федеральный округ;Красноярский край;2й и более ребенок;1344,0;
2017;10;Сибирский Федеральный округ;Новосибирская область;1й ребенок;994,0;
2017;10;Сибирский Федеральный округ;Новосибирская область;2й и более ребенок;1581,0;
2017;10;Сибирский Федеральный округ;Омская область;1й ребенок;710,0;
2017;10;Сибирский Федеральный округ;Омская область;2й и более ребенок;1166,0;
2017;10;Сибирский Федеральный округ;Республика Алтай;1й ребенок;87,0;
2017;10;Сибирский Федеральный округ;Республика Алтай;2й и более ребенок;182,0;
2017;10;Сибирский Федеральный округ;Республика Бурятия;1й ребенок;475,0;
2017;10;Сибирский Федеральный округ;Республика Бурятия;2й и более ребенок;710,0;
2017;10;Сибирский Федеральный округ;Республика Тыва;1й ребенок;158,0;
2017;10;Сибирский Федеральный округ;Республика Тыва;2й и более ребенок;447,0;
2017;10;Сибирский Федеральный округ;Республика Хакасия;1й ребенок;200,0;
2017;10;Сибирский Федеральный округ;Республика Хакасия;2й и более ребенок;335,0;
2017;10;Сибирский Федеральный округ;Томская область;1й ребенок;369,0;
2017;10;Сибирский Федеральный округ;Томская область;2й и более ребенок;653,0;
2017;10;Уральский Федеральный округ;Курганская область;1й ребенок;250,0;
2017;10;Уральский Федеральный округ;Курганская область;2й и более ребенок;520,0;
2017;10;Уральский Федеральный округ;Свердловская область;1й ребенок;1536,0;
2017;10;Уральский Федеральный округ;Свердловская область;2й и более ребенок;2760,0;
2017;10;Уральский Федеральный округ;Тюменская область;1й ребенок;686,0;
2017;10;Уральский Федеральный округ;Тюменская область;2й и более ребенок;1099,0;
2017;10;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;1й ребенок;604,0;
2017;10;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;2й и более ребенок;1308,0;
2017;10;Уральский Федеральный округ;Челябинская область;1й ребенок;1228,0;
2017;10;Уральский Федеральный округ;Челябинская область;2й и более ребенок;2048,0;
2017;10;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;1й ребенок;208,0;
2017;10;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;2й и более ребенок;390,0;
2017;10;Центральный Федеральный округ;Белгородская область;1й ребенок;506,0;
2017;10;Центральный Федеральный округ;Белгородская область;2й и более ребенок;776,0;
2017;10;Центральный Федеральный округ;Брянская область;1й ребенок;340,0;
2017;10;Центральный Федеральный округ;Брянская область;2й и более ребенок;621,0;
2017;10;Центральный Федеральный округ;Владимирская область;1й ребенок;401,0;
2017;10;Центральный Федеральный округ;Владимирская область;2й и более ребенок;659,0;
2017;10;Центральный Федеральный округ;Воронежская область;1й ребенок;806,0;
2017;10;Центральный Федеральный округ;Воронежская область;2й и более ребенок;1089,0;
2017;10;Центральный Федеральный округ;Ивановская область;1й ребенок;360,0;
2017;10;Центральный Федеральный округ;Ивановская область;2й и более ребенок;593,0;
2017;10;Центральный Федеральный округ;Калужская область;1й ребенок;310,0;
2017;10;Центральный Федеральный округ;Калужская область;2й и более ребенок;578,0;
2017;10;Центральный Федеральный округ;Костромская область;1й ребенок;186,0;
2017;10;Центральный Федеральный округ;Костромская область;2й и более ребенок;369,0;
2017;10;Центральный Федеральный округ;Курская область;1й ребенок;355,0;
2017;10;Центральный Федеральный округ;Курская область;2й и более ребенок;563,0;
2017;10;Центральный Федеральный округ;Липецкая область;1й ребенок;433,0;
2017;10;Центральный Федеральный округ;Липецкая область;2й и более ребенок;547,0;
2017;10;Центральный Федеральный округ;Москва;1й ребенок;4944,0;
2017;10;Центральный Федеральный округ;Москва;2й и более ребенок;4563,0;
2017;10;Центральный Федеральный округ;Московская область;1й ребенок;2481,0;
2017;10;Центральный Федеральный округ;Московская область;2й и более ребенок;3479,0;
2017;10;Центральный Федеральный округ;Орловская область;1й ребенок;256,0;
2017;10;Центральный Федеральный округ;Орловская область;2й и более ребенок;368,0;
2017;10;Центральный Федеральный округ;Рязанская область;1й ребенок;342,0;
2017;10;Центральный Федеральный округ;Рязанская область;2й и более ребенок;513,0;
2017;10;Центральный Федеральный округ;Смоленская область;1й ребенок;300,0;
2017;10;Центральный Федеральный округ;Смоленская область;2й и более ребенок;446,0;
2017;10;Центральный Федеральный округ;Тамбовская область;1й ребенок;288,0;
2017;10;Центральный Федеральный округ;Тамбовская область;2й и более ребенок;447,0;
2017;10;Центральный Федеральный округ;Тверская область;1й ребенок;369,0;
2017;10;Центральный Федеральный округ;Тверская область;2й и более ребенок;637,0;
2017;10;Центральный Федеральный округ;Тульская область;1й ребенок;496,0;
2017;10;Центральный Федеральный округ;Тульская область;2й и более ребенок;618,0;
2017;10;Центральный Федеральный округ;Ярославская область;1й ребенок;434,0;
2017;10;Центральный Федеральный округ;Ярославская область;2й и более ребенок;649,0;
2017;10;Южный Федеральный округ;Астраханская область;1й ребенок;394,0;
2017;10;Южный Федеральный округ;Астраханская область;2й и более ребенок;735,0;
2017;10;Южный Федеральный округ;Волгоградская область;1й ребенок;764,0;
2017;10;Южный Федеральный округ;Волгоградская область;2й и более ребенок;1433,0;
2017;10;Южный Федеральный округ;Краснодарский край;1й ребенок;2204,0;
2017;10;Южный Федеральный округ;Краснодарский край;2й и более ребенок;3641,0;
2017;10;Южный Федеральный округ;Республика Адыгея;1й ребенок;119,0;
2017;10;Южный Федеральный округ;Республика Адыгея;2й и более ребенок;234,0;
2017;10;Южный Федеральный округ;Республика Калмыкия;1й ребенок;52,0;
2017;10;Южный Федеральный округ;Республика Калмыкия;2й и более ребенок;161,0;
2017;10;Южный Федеральный округ;Республика Крым;1й ребенок;702,0;
2017;10;Южный Федеральный округ;Республика Крым;2й и более ребенок;1026,0;
2017;10;Южный Федеральный округ;Ростовская область;1й ребенок;1690,0;
2017;10;Южный Федеральный округ;Ростовская область;2й и более ребенок;1947,0;
2017;10;Южный Федеральный округ;Севастополь;1й ребенок;148,0;
2017;10;Южный Федеральный округ;Севастополь;2й и более ребенок;188,0;
2017;11;Дальневосточный Федеральный округ;Амурская область;1й ребенок;294,0;
2017;11;Дальневосточный Федеральный округ;Амурская область;2й и более ребенок;403,0;
2017;11;Дальневосточный Федеральный округ;Еврейская автономная область;1й ребенок;54,0;
2017;11;Дальневосточный Федеральный округ;Еврейская автономная область;2й и более ребенок;92,0;
2017;11;Дальневосточный Федеральный округ;Камчатский край;1й ребенок;126,0;
2017;11;Дальневосточный Федеральный округ;Камчатский край;2й и более ребенок;191,0;
2017;11;Дальневосточный Федеральный округ;Магаданская область;1й ребенок;56,0;
2017;11;Дальневосточный Федеральный округ;Магаданская область;2й и более ребенок;74,0;
2017;11;Дальневосточный Федеральный округ;Приморский край;1й ребенок;642,0;
2017;11;Дальневосточный Федеральный округ;Приморский край;2й и более ребенок;1046,0;
2017;11;Дальневосточный Федеральный округ;Республика Саха (Якутия);1й ребенок;317,0;
2017;11;Дальневосточный Федеральный округ;Республика Саха (Якутия);2й и более ребенок;784,0;
2017;11;Дальневосточный Федеральный округ;Сахалинская область;1й ребенок;173,0;
2017;11;Дальневосточный Федеральный округ;Сахалинская область;2й и более ребенок;307,0;
2017;11;Дальневосточный Федеральный округ;Хабаровский край;1й ребенок;473,0;
